mainEffects	ratio	reg	lambda	run	predict	TPR	TP	FP	FN	TN	AUC
TRUE	0.7	TRUE	1e+06	3	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+07	3	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+08	3	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.01	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.1	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	100	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1000	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10000	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+05	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+06	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+07	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+08	4	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.01	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.1	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	100	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1000	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10000	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+05	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+06	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+07	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+08	5	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.01	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.1	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	100	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1000	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10000	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+05	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+06	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+07	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+08	6	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.01	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.1	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	100	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1000	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10000	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+05	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+06	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+07	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+08	7	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.01	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.1	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	100	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1000	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10000	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+05	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+06	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+07	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+08	8	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.01	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.1	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	100	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1000	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10000	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+05	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+06	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+07	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+08	9	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.01	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	0.1	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	100	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1000	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	10000	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+05	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+06	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+07	10	NA	0	0	2	36	1319	0.287719298245614
TRUE	0.7	TRUE	1e+08	10	NA	0	0	2	36	1319	0.287719298245614
