transcript_id HELAS3 GM12878 H1HESC HEPG2 K562
ENST00000520431.1 0 0.0003105 0.001107 0 0
ENST00000517897.1 0 0 0 0 0
ENST00000517714.1 0.0005495 0 0 0.0005005 0
ENST00000519978.1 0.001811 0 0 0.000572 0.000287
ENST00000523507.1 0 0 0 0 0
ENST00000476186.2 0.00476 0.0043765 0.013232 0.014685 0.0147565
ENST00000520598.1 0 0 0 0 0.0006285
ENST00000529325.1 0.001958 0.008559 0 0.00609 0.0088495
ENST00000527912.1 0 0 0 0 0.0005225
ENST00000533301.1 0.0067205 0 0 0.00141 0
ENST00000528407.1 0.0001805 0 0 0.00017 0
ENST00000521623.1 0.0002575 0 0.000324 0.0028695 0
ENST00000519764.1 0.000382 0 0.0001915 0.0003535 0
ENST00000521511.1 0 0 0 0 0
ENST00000518535.1 0.000407 0.003185 0 0.000714 0.001487
ENST00000459965.2 0.0004975 0 0.000266 0.0007825 0
ENST00000520863.1 0 0.000412 0 0 0
ENST00000518465.1 0 0.005364 0 0 0.057158
ENST00000519537.1 0 0.001648 0 0 0.0061775
ENST00000523523.1 0 0.0003245 0 0 0.002952
ENST00000517623.1 0 0 0 0 0
ENST00000520185.1 0 0 0.001494 0 0
ENST00000522970.1 0 0 0 0 0
ENST00000524098.1 0 0 0 0 0
ENST00000521257.1 0 0 0 0.0003235 0
ENST00000520487.1 0.0441365 0 0 0.008135 0
ENST00000521363.1 0.0001295 0 0 0 0
ENST00000522486.1 0.0005045 0 0 0 0
ENST00000521030.1 0.000893 0 0 0 0
ENST00000518722.1 0 0 0 0 0
ENST00000518428.1 0 0 0 0 0
ENST00000524133.1 0.00026 0 0 0 0
ENST00000523459.1 0 0.000152 0 0 0
ENST00000521470.1 0 0.000115 0 0 0
ENST00000521802.1 0 0 0 0 0
ENST00000520890.1 0 0.0003985 0 0 0
ENST00000518994.1 0 0.0001375 0 0 0
ENST00000518213.1 0.001654 0.0014995 0.0016725 0.001479 0.000147
ENST00000522190.1 0.022932 0.016483 0.0116535 0.0102045 0.0303585
ENST00000527318.1 0 0 0.0085315 0.001021 0
ENST00000524012.1 0 0.000266 0 0 0
ENST00000521359.1 0 0.0360985 0 0 0.0026795
ENST00000522575.1 0 0 9.5e-05 0 0
ENST00000524011.1 0 0 0 0 0
ENST00000430626.1 0.0001085 0 0 9.4e-05 1.85e-05
ENST00000536671.1 0 0 0 0 0
ENST00000523038.1 0 0 0 0 0
ENST00000521660.1 0 0 0 0 0
ENST00000518620.1 0 0 0 0 0
ENST00000518222.1 0 0.0024205 0 0 0.0017945
ENST00000519828.1 0 0.0023805 0 0 0.0023685
ENST00000518854.1 0 0 0 0 0
ENST00000522408.1 0.0004675 0 0 0 0
ENST00000523907.1 0 0 0.0005265 0 0
ENST00000521294.1 0 0 0 0 0
ENST00000518507.1 0.0006785 0.0004585 0.00097 0.0017695 0.0018245
ENST00000518942.1 0.030875 0.014938 0.0569875 0.0376865 0.018851
ENST00000423716.1 0.0143525 0.0121345 0.019844 0.0042965 0.004401
ENST00000535440.1 0.00165 0.004838 0.000348 0.018432 0
ENST00000520357.1 0.0160655 0.016064 0.0215235 0.01844 0.014901
ENST00000521612.1 0.0041405 0.0085575 0 0.0055615 0.0028315
ENST00000521188.1 0.000479 0 0.000731 0.0030605 0
ENST00000523810.1 0 0.000684 0 0 0
ENST00000520496.1 0 0 0 0 0
ENST00000522541.1 0 0 0 0 0
ENST00000522228.1 0 0.0003925 0.000244 0 0
ENST00000529837.1 0 0 0.000695 0 0
ENST00000524425.1 0 0 0.0004085 0 0
ENST00000521558.1 0 0 0.001453 0 0
ENST00000521930.1 0 0 0 0 0
ENST00000426023.1 0.0002215 0 0.007622 0.000245 0
ENST00000508149.1 0.0159435 0.0005715 0.003576 0.018536 0.0049995
ENST00000522918.1 0 0 0 0 0
ENST00000518261.1 0 0.001545 0.007127 0 0
ENST00000518552.1 0.003434 0.0123345 0.0040055 0.002808 0.0049475
ENST00000521403.1 0.0116135 0.0111295 0.011429 0.0063275 0.004212
ENST00000518662.1 3.35e-05 0 0 0 2.55e-05
ENST00000522511.1 0 0 0 0 0
ENST00000519144.1 0 0 0 0 0
ENST00000499425.1 0.0002895 7.05e-05 0 0 0
ENST00000523786.1 0 0 0 0 0
ENST00000521483.1 0.0007505 0 0 0.000201 0
ENST00000523664.1 0.000572 0 0 0 0
ENST00000524338.1 0 0 0 0 0
ENST00000518943.1 0 0 0 0 0
ENST00000523724.1 0 0 0 0 0
ENST00000523166.1 0 0 0 0 0
ENST00000521215.1 0 0 0 0 0
ENST00000519314.1 0 0 0 0 0
ENST00000519241.1 0 0 0 0 0
ENST00000521653.1 0 0 0 0 0.02176
ENST00000518556.1 0 0 0 0 0.001877
ENST00000523341.1 0 0 0 0 0.005748
ENST00000520929.1 0 0 0 0 0
ENST00000521132.1 0 0 0 0 0
ENST00000519160.1 6.6e-05 3.35e-05 0 8.1e-05 0.0238145
ENST00000517611.1 0 0 0 0 0.002498
ENST00000522622.1 0 5.3e-05 0 0 0
ENST00000521663.1 0 0.007285 0 0 0
ENST00000519714.1 0 0 0 0 0
ENST00000521446.1 0 0 0 0 0
ENST00000520370.1 0 0 0 0 0
ENST00000520881.1 0 0 0 0 0
ENST00000520426.1 0 0 0 0 0
ENST00000518934.1 6.95e-05 0 0 7.55e-05 0
ENST00000522281.1 0 0 0.000528 0 0.019444
ENST00000522992.1 0.0003345 0.0004745 0.0004095 0 0.0078815
ENST00000518750.1 0 0 0 0 0
ENST00000518536.1 0 0 0 0 0
ENST00000519981.1 0 0 0 0 0
ENST00000523886.1 0 0.000295 0 0 0
ENST00000518779.1 0 0 0 0 0
ENST00000522744.1 0 0 0 0 0
ENST00000518011.1 0 0 0.0881265 0.0003045 0
ENST00000523683.1 0 0 0.0063345 0 0
ENST00000518993.1 0.007592 0 0.0782355 0.001096 0.0031615
ENST00000517898.1 0 0 0.046528 0 0
ENST00000521456.1 0 0 0 0 0.0005595
ENST00000522898.1 0 0 0 0 0
ENST00000521274.1 0 0 0 0 0
ENST00000531077.1 0 0.000932 0 0 0
ENST00000530725.1 0 9.7e-05 0.00046 0 0.000859
ENST00000506428.1 0.000278 0 0.0015475 3.7e-05 0.001211
ENST00000531654.1 0.0003665 0.000395 0.0016245 0.000355 0.0005715
ENST00000476425.2 0 0 0.0007315 0 0.0025235
ENST00000534117.1 0 0 0 0 0
ENST00000530033.1 0 0 0.000486 0 0
ENST00000532232.1 0.000548 0.001157 0.004009 0.000326 0.003584
ENST00000531379.1 0 0 0 0 0
ENST00000532768.1 0 0 0 0 0
ENST00000526470.1 0 2.15e-05 0 0 0
ENST00000529518.1 0.0005945 0.0005645 0 0 0
ENST00000373384.4 0.0006445 0 0.002098 0.0003855 0
ENST00000534670.1 0 0 0 0 0
ENST00000526936.1 0 0.001821 0.000287 0 0
ENST00000529234.1 0 0.000236 0 0 0
ENST00000527672.1 0 0.001384 0.000111 0 0
ENST00000525556.1 0 0 0.000572 0 0
ENST00000521378.1 0 0 0.000731 0 0
ENST00000518064.1 0 0 0 0 0
ENST00000521801.1 0 0 0 0 0
ENST00000505627.2 0.0067295 0 0 0.0108685 0.0032635
ENST00000520862.1 0 0 0 0 0
ENST00000518489.1 0 0 0.001399 0 0
ENST00000523042.1 0 0 0 0 0
ENST00000518593.1 0 0 0 0 0
ENST00000519452.1 0 0 0 0 0
ENST00000519967.1 0 0.0033985 0 0 0.000279
ENST00000517953.1 0 0.0006385 0 0 0
ENST00000520097.1 0 0 0 0 0
ENST00000519766.1 0 0 0 0 0
ENST00000523728.1 0 0.003007 0 0 0
ENST00000521501.1 0.0002165 0.0038915 0 0 0
ENST00000519990.1 0 0.0014265 0 0 0
ENST00000519215.1 0 0 0 0 0
ENST00000518078.1 0 0 0 0 0
ENST00000524309.1 0 0 0 0 0
ENST00000521556.1 0 0 0 0 0
ENST00000521221.1 0 0 0 0 0
ENST00000519819.1 0 0 0 0 0
ENST00000517829.1 0 0 0 0 0
ENST00000522265.1 0 0 0 0 0
ENST00000521061.1 0 0 0 0 0
ENST00000518739.1 0 0.0001105 0 0 0
ENST00000522086.1 0 0 0 0 0
ENST00000522740.1 0 0 0 0 0
ENST00000517899.1 0 0.000127 0 0 0
ENST00000523265.1 0 0 0.0044995 0 0
ENST00000523191.1 0 0 0.0007185 0 0
ENST00000522857.1 0 0 0.000277 0 0
ENST00000524360.1 0 0 0 0 0
ENST00000519550.1 0 4.35e-05 0.000243 0 0
ENST00000521958.1 0 0 0 0 0
ENST00000520365.1 0 0 0 0 0
ENST00000520834.1 0 0.0024975 0 0 0
ENST00000517909.1 0 0.0056475 0 0 0
ENST00000519680.1 0 0.0040755 0 0 0
ENST00000522106.1 0 0.0049275 0 0 0
ENST00000523769.1 0 0.000426 0 0 0
ENST00000499642.1 0.0056405 0.0055455 0.004478 0.002729 0.00129
ENST00000520348.1 0.0338265 0.051204 0.101708 0.028042 0.077782
ENST00000520944.1 0.0431135 0.0092855 0.048882 0.01277 0.0264255
ENST00000499996.1 1.08224 0.887052 0.135245 0.389257 1.46001
ENST00000521399.1 0.022346 0.0973835 0.0440095 0.010983 0.222089
ENST00000502076.2 0.199187 0.08297 0.222884 0.148626 0.177325
ENST00000520619.1 0.0395 0 0.002784 0.0018485 0.09285
ENST00000521127.1 0.406789 0.288212 0.179631 0.131223 0.252903
ENST00000501209.1 0.0015125 0.0012015 0.0068435 0.002697 0.000891
ENST00000526382.1 0 0 0.003103 0 0
ENST00000526901.1 0 0 0 0 0
ENST00000522354.1 0.0006735 0 0 0 0
ENST00000518540.1 0 0 6.75e-05 0 0
ENST00000519062.1 0 0 0 0 0
ENST00000524286.1 0 0 0 0 0
ENST00000517925.1 0 0 0 0 0
ENST00000520780.1 0 0 0.014228 0 0
ENST00000517343.1 0.0001555 0 0 0 0
ENST00000519557.1 0 0 0 0 0
ENST00000533344.1 0 0 0 0 0
ENST00000501104.2 0 0.011713 0.0045945 0 0
ENST00000528800.1 0 0.01086 0.003014 0.000126 0
ENST00000533300.1 0 0.0039025 0.000967 0 0
ENST00000530194.1 0 0.0409635 0 0 0
ENST00000521051.1 0 0 0 0 0
ENST00000520259.1 8.15e-05 0 0.005174 7.65e-05 0.0001915
ENST00000521685.1 0 0 0 0 0
ENST00000521084.1 0 0 0 0 0
ENST00000519840.1 0 0 2.17428 0 0
ENST00000521131.1 0 0 0.10853 0 0
ENST00000517848.1 0 0.000429 0 0 0
ENST00000523602.1 0 0.02561 0.0031495 0 0.000987
ENST00000521224.1 0 0 0 0 0
ENST00000519427.1 0 0.000299 0.0042405 0 0
ENST00000523881.1 0.0003945 0 0.000755 0 0.0002685
ENST00000517664.1 0.019071 0.0182045 0.311434 0.0237215 0.010643
ENST00000442274.1 0 0 0 0 0
ENST00000520894.1 0 0 0 0 0
ENST00000514599.1 0 0 0 0 2e-05
ENST00000517475.1 0 0 0 0 0
ENST00000519134.1 0 0 0 0.000602 0
ENST00000518355.1 0.0007585 0 0 0.001665 0
ENST00000522560.1 0 0 0 0 0
ENST00000522703.1 0 0 0 0 0
ENST00000517604.1 0.0004285 0 0 0 0
ENST00000533978.1 0 0 0 0 0
ENST00000534723.1 0 0 0 0 0
ENST00000519323.1 0 0 0.000642 0.0003685 0
ENST00000522498.1 0 0 0 0 0
ENST00000522339.1 0.0004915 0 0.000622 0 0
ENST00000521872.1 0 0.0001365 0.0080755 0.000461 0
ENST00000522127.1 0 0 0 0 0.000354
ENST00000523860.1 0 0 0.004242 0 0.0116545
ENST00000518128.1 0 0 0.000934 0 0.0048205
ENST00000522914.1 0 0 0 0 0.001754
ENST00000520696.1 0 0 0 0 0
ENST00000520778.1 0.0004335 0.000456 0.0035215 0 0
ENST00000467082.2 0 0 0 0 0
ENST00000504531.2 0.000293 0.000364 0.000809 0.005798 0.005462
ENST00000522183.1 0 0 0.0018745 0.0003925 0
ENST00000521147.1 0 0.0007915 0.003199 0.000694 0.0008075
ENST00000523313.1 0.000974 0.0012235 0.0007955 0.0055085 0.0064865
ENST00000518732.1 0 0 0 0 0
ENST00000522961.1 0 0 0 0 0
ENST00000524269.1 0 0 0 0 0
ENST00000518143.1 0 0.001002 7.2e-05 0 0
ENST00000521894.1 0 0.0005015 0 0 0
ENST00000522357.1 0 0.000372 0 0 0
ENST00000523977.1 0 0 0 0 0
ENST00000519660.1 0 0 0 0 0
ENST00000518706.1 0 0 0 0 0
ENST00000524014.1 0 0 0 0 0
ENST00000521879.1 0 0 0 0 0
ENST00000520603.1 0 0 0 0 0
ENST00000522807.1 0 0 0 0 0
ENST00000522302.1 0 0.0011945 7.95e-05 0 5.65e-05
ENST00000519242.1 0 0.0003035 0.0001575 0 6.7e-05
ENST00000519983.1 0 0 0 0 0
ENST00000502766.2 0.0042385 0 0 0.000601 0.0004655
ENST00000517365.1 0 0 0 0 0.0004635
ENST00000522494.1 0 0 0 0 0
ENST00000522044.1 0 0 0 0 0
ENST00000523871.1 0 0 0 0 0
ENST00000501214.1 0.001608 0 0.000179 0.00454 7.45e-05
ENST00000518302.1 0 0.000635 0 0 0
ENST00000519107.1 0 0 0 0 0
ENST00000519412.1 0.000707 0.001014 0 0.0001105 0
ENST00000521953.1 0.0004085 0.001013 0 0 0
ENST00000518880.1 0.0051965 0 0.002648 0 0
ENST00000517670.1 0.0127285 0.00099 0.007394 0.010812 0.00021
ENST00000524085.2 0 0 0 0 0
ENST00000523380.1 0 0 0.000143 0 0
ENST00000518637.1 0 0 0 0 0
ENST00000524337.1 0.0001845 0 0 0 0.000488
ENST00000534675.1 0.0003785 0.0017085 0.0011045 0.000588 0.0005145
ENST00000520155.1 0 0 0 0 0
ENST00000520988.1 0 0 0 0 0
ENST00000522776.1 0 0 0 0 0
ENST00000518367.1 0 0 0 0 0
ENST00000522123.1 0 0 0 0 0
ENST00000524359.1 0 0 0 0 0
ENST00000522365.1 0.000423 0.002077 0 0 0.008693
ENST00000523678.1 0 0 0 0 0
ENST00000520129.1 0.0024685 0.000172 0.002281 0.0048695 0.000285
ENST00000517697.1 0 0 0.0031005 0 0
ENST00000521761.1 0 0 0.001881 0 0
ENST00000524052.1 0.000198 0 0.0004985 0 0
ENST00000520459.1 0 0.0003565 0 0 0
ENST00000508419.2 0.0001115 0 4.45e-05 9.5e-05 9.5e-06
ENST00000517368.1 0 0 0 0 0.0103765
ENST00000518266.1 0 0 0 0 0.0003
ENST00000522679.1 0 0 0 0 0
ENST00000524253.1 0 0 0 0 0
ENST00000523112.1 0 0 0 0 0
ENST00000521326.1 0.007314 0.0008375 0.0018575 0.015578 0
ENST00000523218.1 0.000618 0.000426 0.002374 0.0190195 0.0004005
ENST00000519041.1 0 0.007404 0 0 0
ENST00000520649.1 0 0.000641 0 0 0
ENST00000440763.2 0.029949 0.0001265 0 0.00634 0
ENST00000517711.1 0.0110845 0 0.0001175 0.0021215 0
ENST00000518494.1 0.008475 0 0 0.0008705 0
ENST00000518129.1 0.000149 0 0 0 0
ENST00000523254.1 0 0 0 0 0
ENST00000520849.1 0 0 0.0088385 0 0
ENST00000521433.1 0 0 0.002424 0 0
ENST00000520312.1 0 0.000162 0.0077825 0.000167 0
ENST00000518631.1 0 0 0.00694 0 0
ENST00000521936.1 0 0 0.00019 6.15e-05 0
ENST00000519655.1 0.0113615 0.002748 0.0221155 0.008148 0.008271
ENST00000524166.1 0.0170305 0.0250405 0.0370295 0.013248 0.008202
ENST00000520306.1 0 0.001744 0.003511 0.001493 0
ENST00000519854.1 0 0 0.00173 0 0
ENST00000524190.1 0 0.001873 0 0.0016725 0
ENST00000518771.1 0.0218495 0.10812 0.051751 0.017958 0.033567
ENST00000504145.1 0.031232 0.0705525 0.042935 0.0262395 0.0315935
ENST00000521996.1 0.004749 0.008972 0.001214 0.0038415 0.010697
ENST00000523995.1 0.012446 0.0542485 0.0120205 0.007101 0.0183725
ENST00000523859.1 0.010426 0.021906 0.0185725 0.0118365 0.0019845
ENST00000523283.1 0.0002085 0.0001145 0 0 0.28132
ENST00000517400.1 0 0 0 0 0.087367
ENST00000524361.1 0.0007175 0 0 0 0.060747
ENST00000523406.1 0 0 0 0 0.057934
ENST00000521975.1 0.0007475 0.000155 0.0033455 0 0.000611
ENST00000517505.1 0.000913 0 0.00144 0.000598 0.000181
ENST00000501194.2 0.006461 0.001731 0.0653475 0.0055 0.016632
ENST00000519233.1 0.003724 0.002012 0.0073125 0.0030625 0.0046115
ENST00000522132.1 0 0 0 0 0
ENST00000517884.1 0 0.0002125 0.000442 0 0
ENST00000517562.1 0.0008485 0.0083145 0.0790475 0.0017055 0.195398
ENST00000517920.1 0 0 0 0 0
ENST00000519498.1 0 0.000325 0 0 0
ENST00000517410.1 0 0 0 0 0
ENST00000522817.1 0.0094665 0.014467 0.0031105 0.009283 0.015674
ENST00000524003.1 0.126797 0.0902065 0.036366 0.04041 0.180674
ENST00000521199.1 0 0 0 0 0
ENST00000518416.1 0 0 0 0 0
ENST00000522980.1 0 0 0 0 0
ENST00000518042.1 0 0 0 0 0
ENST00000523385.1 0 0 0 0 0
ENST00000521955.1 0 0 0.000521 0 0.0006485
ENST00000523284.1 0 0 0 0 0.0009425
ENST00000522531.1 0 0 0 0 0
ENST00000521307.1 0 0 0 0 0
ENST00000521230.1 0 0 0 0 0.021676
ENST00000521148.1 0 0 0 0 0.000739
ENST00000504861.2 0 4.1e-05 5e-05 6.8e-05 0.0219255
ENST00000518861.1 0 0 0 0 0
ENST00000521317.1 0 0 0 0 0
ENST00000523080.1 0.0112745 0.003254 0.00434 0.012833 0.064875
ENST00000523197.1 0 0 0 0 0
ENST00000521203.1 0 0 0 0 0
ENST00000520513.1 0 0 0 0 0
ENST00000520096.1 0 0 0 0 0.0003695
ENST00000517785.1 0 0 0 0 0
ENST00000517796.1 0 0 0 0 0
ENST00000522598.1 0 0 0 0 0
ENST00000501400.1 0 0 0.0006285 4.75e-05 0.00058
ENST00000520562.1 0.0002605 0.0016755 0.0008545 0.00027 0.000777
ENST00000517998.1 0.00049 0.00062 0 0 0.0001885
ENST00000523945.1 0.0037855 0.0020225 0.0017565 0.002363 0.0044335
ENST00000520962.1 0 0 0.0013955 0 0
ENST00000522743.1 0 0 0.001437 0 0
ENST00000521010.1 0 0 0 0 0
ENST00000523011.1 0.0019895 0.0137395 0.0014545 0.0032565 0.005087
ENST00000521706.1 0 0 0 0 0
ENST00000510185.2 0 0 0 0.0001805 0
ENST00000518613.1 0.00022 0 0 0 0.000194
ENST00000523905.1 0.0040065 0.010289 0.00586 0.003852 0.003505
ENST00000519034.1 0 0 0 0.00043 0
ENST00000501164.2 6.5e-05 0.0348165 0.000119 0.0012295 0.002119
ENST00000517864.1 0 0.0003345 0 0 0
ENST00000518598.1 0 0.005754 0 0.0002685 0.000249
ENST00000517655.1 0.000157 0 0 0.001386 0
ENST00000523171.1 0.0005565 0 0.001541 0.0001745 0
ENST00000521905.1 0 0.0005425 0 0.000147 0.00144
ENST00000517437.1 0 0.0002535 0 0 0.0005115
ENST00000519366.1 0 7.95e-05 0 0 0
ENST00000505564.2 0.000614 0 0 0 0.0100595
ENST00000520575.1 0.0013695 0.0015775 0 0.001187 0.0030195
ENST00000517541.1 0 0.000221 0 0 0
ENST00000501016.2 0.0012885 0.0016625 8.05e-05 0.000458 0.0033395
ENST00000518704.1 0.001176 0.000616 0 0 0
ENST00000517397.1 0 0.000294 0 0 0
ENST00000420417.3 0.00057 0 0.0006895 0 0
ENST00000521696.1 0.0139795 0.014331 0.012079 0.011665 0.052185
ENST00000520844.1 0 0 0 0 0
ENST00000523226.1 0.000382 0.0018725 0.000244 0.0018535 0.0005675
ENST00000523658.1 0 0 0 0 0.00037
ENST00000519566.1 0.0732385 0 0.002765 0.0089975 0
ENST00000519844.1 0.0069225 0.001515 0 0.001555 0
ENST00000523870.1 0.0025365 0 0 0 0
ENST00000523554.1 0 0 0 0 0
ENST00000522947.1 0 0.00146 0.0005525 0 0
ENST00000521851.1 0.0183175 0.162597 0 0.0316815 0
ENST00000523831.1 0 0.062752 0 0.0012215 0
ENST00000523784.1 0 0.000913 0 0 0
ENST00000521625.1 0 0 0 0 0
ENST00000521535.1 0 0 0 0 0
ENST00000514926.1 0.0037685 0 0 0.0015425 0.001228
ENST00000524369.1 0.0213945 0.0001795 0.00105 0.0025005 0.0048775
ENST00000520411.1 0 0 0 0 0
ENST00000521884.1 0 0 0.000257 0.000233 0
ENST00000518090.1 0.000564 0 0.0006765 0 0.0004795
ENST00000523121.1 0.0001965 0 0 0.000244 0
ENST00000524287.1 0.003004 0 0.0025955 0.0003045 0
ENST00000518612.1 0 0 0 0 0
ENST00000519793.1 0.0001475 0 0 0 0
ENST00000520268.1 0 0 0 0 0
ENST00000518749.1 0 0 0.000443 0 0
ENST00000509445.1 0 0.001464 0 0 0
ENST00000520820.1 0.0017165 0.0033485 0.004928 0.0035525 0.0043205
ENST00000499653.1 0.016264 0.0518775 0.0111605 0.014081 0.0505285
ENST00000522715.1 0.052619 0.0028225 2.15e-05 0.148732 0.003848
ENST00000405813.2 0.010065 0.001907 0.000205 0.008174 0.0020575
ENST00000517910.1 0.0002615 0.000253 0.000133 0.0011195 0
ENST00000519337.1 0 0 0 0 0
ENST00000523791.1 0.0004755 0.006737 0.006817 0.000308 0.0007445
ENST00000517983.1 0.0001565 0.0132375 0.0019455 0 0
ENST00000522416.1 0 0 0.000924 0.0002235 0.000161
ENST00000503718.2 0 0.0063195 0 0 0
ENST00000521102.1 0.0003925 0 0.001543 0.000285 0
ENST00000500902.1 0 0 0.0003555 6.65e-05 0
ENST00000499522.2 0.000762 0.0001025 0.0014225 0.000293 4.85e-05
ENST00000523614.1 0.0007125 0 0 0.0004935 0
ENST00000523915.1 0 0 0 0 0
ENST00000523775.1 0.0003805 0 0.0002895 0 0
ENST00000519801.1 0.0022875 0.000909 0.0034965 0.001338 0
ENST00000521383.1 0 0 0.00207 0 0.000163
ENST00000523673.1 0 0.0008645 0.0046575 0.001331 0
ENST00000520025.1 0 0 0 0.000599 0
ENST00000522856.1 0.002043 0.0001625 0.0040685 0.0043135 0
ENST00000517376.1 0 0 0.003288 0 0
ENST00000523422.1 0 0 0.0014555 0 0
ENST00000518927.1 0 0 0 0 0
ENST00000520588.1 0 0 0 0.000343 0
ENST00000519805.1 0 0 0.0020005 0 0.04043
ENST00000520433.1 0.054305 0.0003265 0 0.0023925 0.0058575
ENST00000524045.1 0.0244865 0.000383 0 0.0052755 0.002087
ENST00000520594.1 0.0050845 0.0004285 0 0.0004575 0.000795
ENST00000518932.1 0 0.0005765 0 0 0
ENST00000509144.2 0.019079 0.000867 0 0.0035905 0.0121565
ENST00000520078.1 0.0060185 0.001084 0 0.007153 0.0003935
ENST00000521622.1 0.024872 0.007905 0 0.0071255 0.0030045
ENST00000520870.1 0 0 0 0 0
ENST00000518591.1 0.006509 0.0012205 0.011406 0.0035895 0.006681
ENST00000520037.1 0 0.0003805 0.000358 0 0.0001495
ENST00000521504.1 0 0 0 0 0
ENST00000522244.1 0 0 0 0 0
ENST00000524134.1 0 0.0001585 0 0 0
ENST00000504175.2 0 0 0 0 8e-05
ENST00000530667.1 0 0.000162 0 0 0
ENST00000522896.1 0 0 0 0 0
ENST00000523264.1 0 0 0 0 0
ENST00000520749.1 0 0 0 0 0
ENST00000524283.1 0 0 0 0 0.123617
ENST00000523557.1 0 0 0 0.000681 0.0175135
ENST00000519506.1 0 0 0 0 0
ENST00000522330.1 0 0 0 0 0
ENST00000522778.1 0 0 0 0 0
ENST00000521904.1 0 0 0 0 0
ENST00000521753.1 0 0 0 0 0
ENST00000524236.1 0 0 0 0 0
ENST00000522390.1 0 0 0 0 0
ENST00000517308.1 0 0 0 0 0
ENST00000521523.1 0 0 3.49757 0 0
ENST00000523682.1 0 0 0.451017 0 0
ENST00000507929.2 0 0.000485 0.183355 0 0
ENST00000520543.1 0 0 0.688085 0 0
ENST00000519248.1 0 0 0.229657 0 0
ENST00000415088.1 0 0 0 0 0
ENST00000505156.2 0 0.0002115 0 3.45e-05 2.45e-05
ENST00000523110.1 0 0 0 0 0.000236
ENST00000518439.1 0 0 0 0 0
ENST00000518362.1 0.0006095 0 0 0 0
ENST00000523307.1 0 0 0 0.001556 0
ENST00000524129.1 0 0 0 0 0
ENST00000522187.1 0 0 0 0 0
ENST00000522828.1 0 0 0 0.0002355 0
ENST00000521048.1 0 0 0 0 0
ENST00000519786.1 0 0 0 0 0
ENST00000523563.1 0.0032115 0 0.0017725 0.0002655 0.0001565
ENST00000520544.1 0.0267465 0.0008425 0.0177105 0.01298 0
ENST00000509350.1 0.000844 0.0014175 0 0.002468 0
ENST00000517739.1 0.001366 0.002356 0 0.000358 0
ENST00000518865.1 0.000487 0 0.002012 0 0
ENST00000514180.1 0 0 0.0005525 0.0002885 0
ENST00000522197.1 0 0 0 0 0
ENST00000520043.1 0.000244 0 0.0002425 0 0
ENST00000518922.1 0 0 0 0 0
ENST00000458107.3 0 0 0.0013865 0 0
ENST00000523792.1 0 0 0 0 0
ENST00000533992.1 0.000274 0.0068305 0 0 0
ENST00000530350.1 0.000275 0.001881 0 0.002326 0
ENST00000521482.1 0 0 0 0 0
ENST00000524348.1 0.000893 0.0010585 0.0004135 0.0005475 0
ENST00000521258.1 0.0004845 0 0 0 0
ENST00000517519.1 0 0 0 0 0.000207
ENST00000520576.1 0.0003165 0 9.1e-05 0 0
ENST00000523330.1 0 0.0001965 0 0 0.0001385
ENST00000518970.1 0 0 0 0 0
ENST00000518633.1 0.0003545 0.000163 0 0 0
ENST00000524355.1 0 0 0 0 0
ENST00000522087.1 0 0 0 0 0
ENST00000518567.1 0 0 0 0 4.9e-05
ENST00000522005.1 0 0 0 0 0
ENST00000520031.1 0.0001055 0.0001025 0.00023 0 0.000214
ENST00000523703.1 0.000608 0 0 0.000745 0.00198
ENST00000517482.1 0.0255915 0 0 0.00962 0.000237
ENST00000499418.2 0.0105225 0.009432 0.002752 0.010667 0.014952
ENST00000519861.1 0 0.001033 0 0 0.001459
ENST00000530778.1 0.146652 0.121043 0.035014 0.045184 0.338457
ENST00000518639.1 0.0330975 0.012148 0.0201725 0.0335105 0.0152305
ENST00000533516.1 0 0 0.0038825 0 0.0263715
ENST00000533496.1 0.000274 0 0.000222 0.000335 0.005218
ENST00000525292.1 0 0 0 0 0.000783
ENST00000528090.1 0 0 0 0 0.0010895
ENST00000531948.1 0 0 0 0 0.0004925
ENST00000529135.1 0 0 0 0 0.000153
ENST00000510897.2 0 0 0 2.55e-05 0.0012735
ENST00000533286.1 0 0 0 0.0004605 0.0002255
ENST00000504665.1 4.35e-05 0 0 9.85e-05 0.0005265
ENST00000532713.1 0 0 0 0 0
ENST00000529478.1 0 0 0 0 0.001247
ENST00000530549.1 0 0 0 0 0.002056
ENST00000523030.1 0.0147615 0.01137 0.0090255 0.00737 0.0087155
ENST00000519140.1 0 0.0001315 0 0 0.001056
ENST00000526947.1 0.00376 0 0.002246 0.000385 0
ENST00000522815.1 0 0 0 0 0
ENST00000521991.1 0.0005325 0 0 0.000811 0.0001525
ENST00000518339.1 0 0 0 0 0
ENST00000522865.1 0 0.000625 0 0 0.0022345
ENST00000518964.1 0 0.000439 0 0 0.002973
ENST00000517869.1 0 0 0 0 0
ENST00000500989.2 0 0.0005575 0.0001175 0 0.0020435
ENST00000523525.1 0 0.0013185 0 0 0.0033985
ENST00000500180.2 0 0.0001245 0.003657 0.000388 0.0027925
ENST00000520171.1 0 0 0 0 0
ENST00000521428.1 0 0 0 0 0
ENST00000519123.1 0 0 0.0017175 0 0
ENST00000524320.1 0 0 0.0075355 0 0
ENST00000519880.1 0 0 0.0007715 0 0
ENST00000517773.1 0.0005135 0 0.0004135 0 0
ENST00000520512.1 0 0 0 0 0
