filename	NHEK	K562	HELAS3	GM12878	H1HESC
ENST00000513758.2	0	0	0	0	2.56718
ENST00000437309.1	0	0.121273	0	0.0047545	0.003432
ENST00000450872.1	0	0.0759225	0.0086615	0.001851	0.020725
ENST00000504827.1	0	0.7328	0.014367	0	0
ENST00000500108.1	0.103299	0.812528	0.341133	0.120714	0.290555
ENST00000393264.2	0	0.079593	0	0.071519	0
ENST00000414209.1	2.0765	2.59652	3.49233	2.94163	2.8557
ENST00000426309.1	0	0.0296785	0.0301435	0.019769	0.0025465
ENST00000438409.1	0	0	0.007467	1.02182	0
ENST00000451730.1	0.021149	0.0101205	0.010028	0.004285	0.015099
ENST00000450520.1	0.00895433	0.01384	0.0047295	0.043076	0.0237565
ENST00000451851.1	0	0	0	0.001505	0.075972
ENST00000460684.1	0	0	0	0	0
ENST00000505806.1	0.00748567	0.0268545	0.0134215	0	0.011081
ENST00000515728.1	0	0	0	0	0
ENST00000527828.1	0	0	0	0	0
ENST00000512219.1	0	0	0	0	0
ENST00000429818.1	1.61018	0.030417	1.48674	3.91435	9.77065
ENST00000401008.2	0.0135883	0.001022	0.029814	0.0701555	0.072356
ENST00000450531.1	0.0161087	0	0	0.0113245	0.139819
ENST00000450652.1	0.0157457	0.009511	0.0482025	0	0
ENST00000460574.1	0.002513	0	0.023016	0	0
ENST00000399711.1	0	0	0	0	0.005213
ENST00000493123.1	0	0	0	0	0
ENST00000505817.1	0	0.62738	0.005214	0.0012765	0.003672
ENST00000504728.1	0	2.45473	0	0.006262	0
ENST00000515739.1	0	0.0215445	0	0	0.0340385
ENST00000429829.1	40.3065	43.4334	2.96203	165.755	0.0467465
ENST00000451510.1	0	0	0	0	0
ENST00000440862.1	1.22728	0.092485	0.091581	0.790536	0.635753
ENST00000452962.1	1.27316	4.49793	14.0411	0.437901	1.90482
ENST00000499910.1	0	0	0	1.35118	0.144593
ENST00000450784.1	2.15968	0.140597	12.7842	2.73307	4.9512
ENST00000506917.1	0	0	0	0	0
ENST00000517807.1	0	0	0	0	0
ENST00000505828.1	0.0534873	0.106945	0.332727	0	0
ENST00000528818.1	1.36249	6.07273	4.58586	5.16892	2.54725
ENST00000503529.1	0.009189	0	0.009047	0	0.0785515
ENST00000525309.1	0.00633533	0.038728	0.063602	0.138851	0
ENST00000502659.2	0.000477	0.0017755	0.0181025	0.002114	0.017147
ENST00000500118.2	0.480245	1.19221	1.73302	0.58651	2.79479
ENST00000441830.1	0	0	0	0	0
ENST00000451884.1	24.3043	32.2426	16.7897	1.81053	4.98117
ENST00000401007.3	11.4406	15.6015	22.7893	1.67234	6.71546
ENST00000450674.1	0	0	0	0	0
ENST00000498832.1	1.87751	0	0	0.190256	0
ENST00000484675.1	0.0422997	0	0	0.048645	0
ENST00000505718.1	0.000721	0.0677835	0	0	0.0803575
ENST00000504629.1	0	0.013876	0	0	0
ENST00000515519.1	1.64028	0.002384	0.0215255	0	0.0272245
ENST00000419808.1	0.287865	0.832061	0.968886	4.97549	0.203782
ENST00000441841.1	0	0	0.209012	0	0
ENST00000451400.1	0	0	0	0.00992	0.011284
ENST00000452731.1	0.0231957	0.0067985	0.188141	0.127858	0.04254
ENST00000452852.1	0.00475367	0	0	0	0
ENST00000499811.1	0	0.0012815	0.004607	0.006287	0.359101
ENST00000497996.1	0	0.215087	0	0	0.034724
ENST00000495576.1	0.152519	6.17938	1.6446	0.410651	0.197003
ENST00000517708.1	0	0	0	0	0
ENST00000517829.1	0	0	0	0	0
ENST00000529929.1	0	0.0063615	0	0	0
ENST00000503309.1	0	0.62738	0.005214	0.0012765	0.003672
ENST00000442941.1	0	0	0.093299	0	0.018196
ENST00000452500.1	0	0.010103	0	0	0
ENST00000440521.1	0	0	0	0	0
ENST00000450443.1	0.148356	1.01076	0.081423	1.33678	0.792104
ENST00000451774.1	0	0.0042565	0.010901	0	0.104282
ENST00000483245.1	0	0	0	0	0
ENST00000419709.1	0	0	0	0	0
ENST00000540720.1	0.375838	0.009594	0.124465	0.0047025	1.79154
ENST00000430610.1	0	0.004268	0	0.0175185	0
ENST00000442831.1	0	0	0	0	0
ENST00000418839.2	0.021866	0.0008335	0.023646	0.022468	0
ENST00000441500.1	0.415641	22.6962	41.9862	0.790629	0
ENST00000453721.1	0	0	0.017422	0	0
ENST00000452511.1	0	0	0	0	0
ENST00000441863.1	0	0	0	0	0
ENST00000450212.1	0	0	0	0	0
ENST00000451543.1	0.407162	0.0028185	1.55466	0	0.012102
ENST00000464974.1	0.010508	0.042045	0.0133535	0.007781	0.16482
ENST00000499822.1	0.00690167	0.019429	0.0155045	0	0.0190955
ENST00000450575.1	0	0	0	0.011416	0
ENST00000450696.1	0	0	0	0	0
ENST00000498986.1	0.03961	1.44517	1.62081	0.857583	0.195556
ENST00000507808.1	0	0	0	0	0
ENST00000518819.1	0	0	0	0	0
ENST00000420941.1	0	0	0	0	0
ENST00000454942.1	0.121741	0.018432	0.190251	0.14752	0.76862
ENST00000441632.1	0	0	0.0065775	0.006581	0.0061325
ENST00000453853.1	0	0.046227	0.170732	0	0
ENST00000440785.1	0	0	0	0.025155	0
ENST00000476964.1	0.06618	0.060762	0.0783795	0.0571895	1.20672
ENST00000451675.1	0	0	0	0	0
ENST00000462565.1	0.073081	0.1216	1.09631	0	0.273931
ENST00000450586.1	0	0	0	0	0.003883
ENST00000451894.2	0.050631	0.88846	2.81734	0.354677	0.005929
ENST00000376620.3	0	0.0026295	0	0	0
ENST00000530941.1	0	0	0	0	0
ENST00000541710.1	0.158808	0.040414	0.131298	0.069498	0.061948
ENST00000326227.5	0.0251813	0	0.006099	0.017822	0
ENST00000420710.1	0	0	0	0	0
ENST00000444910.1	0.0210353	0.02075	0.0180495	0.0045495	0.0293105
ENST00000454832.1	0.161766	0.219887	0.0750915	0.297422	0.150631
ENST00000452412.1	0	0.0251015	0	0.0168935	0.045564
ENST00000453743.1	0	0	0	0	0.413309
ENST00000463302.1	0	0	0	0	0.039448
ENST00000499602.1	1.15131	1.70752	3.45519	0.56758	0.500058
ENST00000474313.1	0	0	0	0	0
ENST00000475886.1	0	0	0	0.0142865	7.53171
ENST00000461366.1	0.020229	0.00239	0.0083815	0.002817	0.290899
ENST00000378821.2	0.028079	0	0.118414	0	0.417727
ENST00000421931.1	0	0	0.001798	0.0040975	0.0112835
ENST00000432942.1	0	0	0	0	0
ENST00000430643.1	0.300233	0.448365	0.282585	0.718874	0.016051
ENST00000441412.1	0	0	0	0	0
ENST00000442864.1	0	0	0.112057	0	0
ENST00000382076.3	0.332369	0.0237435	0	0.0036425	0.127896
ENST00000453754.1	38.6111	89.4081	23.3736	32.4974	31.0468
ENST00000440444.1	0.00119267	0.0022185	0.170116	0.007877	1.42509
ENST00000464523.1	0.017251	0.016645	0.0136715	0.05126	0.0063985
ENST00000451213.1	2.34392	3.34086	1.70092	1.22445	0.529309
ENST00000453875.1	1.04212	0.0090555	1.82868	0	0.001202
ENST00000474324.1	0.034465	0.0715575	0.0085015	0.0667615	0
ENST00000451697.1	0	0	0	0	0
ENST00000486545.1	0.01267	0.0178265	0	0	0
ENST00000329309.3	0.012847	0	0	0	0
ENST00000499953.2	0.844375	1.14752	4.20866	0.605241	0.419477
ENST00000471299.1	0.14913	0.006999	0.045592	0.0015705	0.172411
ENST00000530600.1	0.005302	0.362263	0.297315	0.551641	0.203412
ENST00000542821.1	0	0.0413065	0.010741	0.101618	0
ENST00000530842.1	0	0.010128	0.470529	0.043315	0.0809125
ENST00000421700.1	5.25919	15.51	6.49631	4.25669	6.62496
ENST00000530963.1	0	0	0.009651	0	0.0108065
ENST00000421821.1	0	0	0	0	0
ENST00000432711.1	0.011815	0.009648	0.0084225	0	0
ENST00000540522.1	1.22561	4.93383	0.963846	0.722479	3.03437
ENST00000398664.3	0.0798363	0.751142	0.0133215	0	0
ENST00000455701.1	0.00411467	0	0	0.0063525	0.0572015
ENST00000431985.1	0.357787	0.326191	0.747032	0.30394	0.213616
ENST00000441423.1	8.7861	5.10246	3.08705	19.4352	9.85727
ENST00000440213.1	0.0139557	0	0.0087015	0	0
ENST00000441665.1	0	0	0	0.400398	0.003267
ENST00000442996.1	0.015865	0.616932	0.0018545	0	0.011784
ENST00000451103.1	0	0	0.0045495	0	0
ENST00000440455.1	0	0	0	0	0
ENST00000499503.1	1.08898	0.0944035	3.55793	0.618798	0.0969225
ENST00000499624.1	1.38252	7.1801	8.78627	4.4874	2.82803
ENST00000499745.1	0.0470123	0.374729	0.423678	0.243615	0.295574
ENST00000483289.1	0.0116793	0.047122	0.0241275	0.234636	0.0455835
ENST00000520920.1	0	0.00377	0.003125	0	0
ENST00000432601.1	1.72435	10.295	4.61881	4.14166	0.436963
ENST00000444701.1	0.0899087	0	0	0	0.458104
ENST00000540533.1	0	0	0	0	0.046745
ENST00000431512.1	0	0	0	0	0
ENST00000430302.1	1.61018	0.030417	1.48674	3.91435	9.77065
ENST00000432964.1	3.19809	21.9282	3.84962	3.63813	25.3188
ENST00000442765.1	0.763266	0.002726	1.22435	0.000968	0.355403
ENST00000478823.1	0	0.0333715	0	0.005077	0.106463
ENST00000441676.1	2.15968	0.140597	12.7842	2.73307	4.9512
ENST00000465755.1	0	0	0.0069935	0	3.05273
ENST00000304751.9	0.084537	1.28802	0.026252	1.02894	0.139192
ENST00000488745.1	12.7513	39.1473	23.4471	23.8802	13.953
ENST00000451598.1	0	0	0	0	0
ENST00000441895.2	0.00199667	0.0020245	0.0078905	0.0022115	0.0031825
ENST00000509909.1	0.0226517	0.012882	0.146085	0.183792	0.096125
ENST00000496247.1	0	0	0	0.055022	0.004078
ENST00000421843.1	2.77866	6.66481	14.4195	20.3751	8.04051
ENST00000457901.1	0.469101	0	0.0047895	0	0
ENST00000432612.1	0	0	0	0.025155	0
ENST00000421964.1	0.0362403	0.005029	0	0.131852	0.02515
ENST00000432733.1	0	0	0	0	0
ENST00000540665.1	1.49076	10.7362	7.82267	3.22148	5.11439
ENST00000456933.1	0.005078	0	0	0.003028	0.036183
ENST00000443623.1	1.88159	2.17767	6.72355	8.93227	0.986676
ENST00000455723.1	1.06888	0.0294575	0	5.30535	1.61354
ENST00000443744.1	0	0.548835	0	0	0
ENST00000441203.1	0.14911	0	0.009891	0.185371	0
ENST00000430555.1	0.0386957	0.563352	0	1.14292	0.98053
ENST00000431500.2	0.0163637	0.230958	0.185747	0.096799	0.058437
ENST00000467944.1	2.26348	0.14159	2.21409	1.95333	5.02703
ENST00000455965.1	0.0812397	0.144124	0.76418	0.237862	0.16478
ENST00000466734.1	1.92326	0.029815	1.17205	0.073867	0.543797
ENST00000430797.1	0.000531667	0	0.0047435	0	1.4433
ENST00000453666.1	0.00199467	0	0.014122	1.71711	0
ENST00000454997.1	13.2206	17.1829	21.1656	11.3148	24.3736
ENST00000440477.1	0.003429	0	0	0	0.007719
ENST00000453787.1	0	0.0039825	0	0.015296	0
ENST00000450157.1	0.671099	0.145569	1.28445	1.51276	1.27185
ENST00000451488.1	0.041484	0.038968	0.11719	0.021558	0.085751
ENST00000499525.1	0.237085	0.0178695	0.617786	0.48458	1.13888
ENST00000450399.1	0.0116313	0	0	0.0183675	0.0056365
ENST00000499502.2	0.0267677	0.057593	0.79184	0.0355895	0.0546725
ENST00000421601.1	0	0	0	0	0.0084455
ENST00000456944.1	0.0427233	0.0369635	0.556033	0.036791	1.45812
ENST00000444965.1	0	0.0111135	0	0	0.027992
ENST00000441214.1	0.00562267	0.0274675	0.453173	0	0.0067925
ENST00000431897.1	0	0	0	0	0
ENST00000440004.1	0.357649	0.0164215	0.0666205	0.037108	0.512274
ENST00000454645.1	0.357578	0.059481	0.51805	0.584942	0.459214
ENST00000442666.1	0.00236133	0.0046795	0	0	0
ENST00000443997.1	0	0.027242	0.0034465	0.0165605	0.049402
ENST00000465414.1	0	0	0	0.002578	0.134454
ENST00000440246.1	0	0	0	0	0.054314
ENST00000453677.1	0.727308	3.98062	6.04534	4.30146	3.77762
ENST00000453798.1	0	0	0	0	0
ENST00000452467.1	0	0	0.054492	0	0.0054165
ENST00000451257.1	0.051533	0.046723	0.0042445	0.0024605	0.0011635
ENST00000461398.2	0.00303467	0	0	0	0.0019155
ENST00000422822.1	0.00323433	0	0.0009775	0.0012615	0.0022295
ENST00000446901.1	0	0	0	0	0
ENST00000375465.3	0	0	0	0	0
ENST00000421733.1	0	0	0.220046	0	0
ENST00000432502.1	7.00331	1.28562	2.198	2.37556	3.85738
ENST00000420644.1	0.101779	0.629258	0.372138	0.626425	0.0585085
ENST00000442435.1	0.132457	0.323462	0.257395	0.110708	0.274023
ENST00000443766.1	3.33476	56.5495	4.06897	3.98111	0.0026395
ENST00000430456.1	0	0	0	0	0.0046145
ENST00000454535.1	0	0	0	0	0
ENST00000441225.1	0	0	0.211961	0.019999	0
ENST00000455866.1	0	0	0.01663	0	0
ENST00000454777.1	0	0	0	0.0680415	0
ENST00000453688.1	0.183153	0.0495715	5.72677	0	0.009024
ENST00000452599.1	0	0	0	0	0
ENST00000452697.2	0	0	0.058081	0.0012255	0
ENST00000497248.1	0.0297987	0.0068425	0.003687	0.02261	0.355473
ENST00000366424.2	0.09193	0	0.133085	0	2.24923
ENST00000509919.2	0.0441357	0.0293875	0.018458	0.027235	0.416809
ENST00000411701.1	0	0	0	0	0
ENST00000544922.1	0	0	0.0468695	0	0
ENST00000532943.1	0.168767	0	0.03409	0.013587	0.008037
ENST00000423922.1	0	0	0	0	0
ENST00000422833.1	0	0	0	0	0
ENST00000446912.1	1.22561	4.93383	0.963846	0.722479	3.03437
ENST00000433965.1	0.0222693	0	0.138963	0	0
ENST00000420776.1	0.106239	0.383941	0.404743	0.488709	0.121287
ENST00000540566.1	0.137666	0.010012	0.050349	0.188544	0.377112
ENST00000455503.1	0.235029	1.55188	1.36933	3.34489	2.76484
ENST00000430214.1	0	0	0	0.12101	0
ENST00000540687.1	21.4484	32.1793	47.1559	25.3787	36.9279
ENST00000453336.1	0	0	0	0	0.001416
ENST00000440026.1	6.47721	0.233116	12.6506	8.30684	11.5827
ENST00000456943.2	0.631898	2.77471	8.97433	3.96688	2.47541
ENST00000453457.1	0	0	0	0	0
ENST00000454788.1	0.0637113	0.0339915	0	0	0.038018
ENST00000452247.1	0.132284	0	0.103881	0	0.0028475
ENST00000478988.1	0	0	0	0	0
ENST00000497017.1	0	0	0	0	0
ENST00000377469.1	0.00824	0	0.172254	0	0.005611
ENST00000533922.1	0.066459	0	0	0.006383	0.277315
ENST00000435912.1	0	0	0	0	0
ENST00000411954.1	0.50245	0.118353	0.267579	0.559258	0.162094
ENST00000422723.1	0.00706067	0.010145	0	0.018767	1.35594
ENST00000421513.1	0	0	0	0	0.0041455
ENST00000422844.1	0	0	0	0.448326	0
ENST00000339009.5	0	0.016182	0.033023	0.014714	0.009824
ENST00000434944.1	0.00596233	0.005092	0	0.190378	0.0417475
ENST00000433734.1	0	0	0.068677	0	0.049669
ENST00000420424.1	15.9664	29.5268	12.753	21.6401	14.4106
ENST00000530897.1	0.08763	0.267747	0.42853	0.343458	1.06375
ENST00000457813.1	0	0	0	0	0
ENST00000444503.1	0	0	0	0	0
ENST00000444624.1	0	0.0034655	0	0	0
ENST00000421997.1	0.302437	0	0.445152	0	0.7718
ENST00000444745.1	0	0	0	0	0
ENST00000431435.1	0	0	0	0.007024	0
ENST00000441345.2	0.00684267	0.159417	0	0.008538	0.175566
ENST00000454897.2	0.0720723	0.0470455	0.0023875	0.0218665	0
ENST00000499667.2	0.001751	0	0	0.0060105	0
ENST00000534901.1	0.091388	0.159505	0.059667	0.0196395	0.153778
ENST00000413901.1	0	0	0	0	0
ENST00000412812.1	0	0	0.0119855	0.476612	0
ENST00000545912.1	0.0282513	0	0	0	0
ENST00000435802.1	0	0	0	0	0
ENST00000411844.1	4.39203	4.38348	11.7922	9.93261	6.43938
ENST00000532965.1	0.500968	0.482364	0.120491	0.592129	0.306756
ENST00000389897.3	0.225762	1.59828	1.05621	0.218199	1.02626
ENST00000434834.1	1.1864	2.02907	2.59918	3.59091	3.41652
ENST00000433624.1	0.0308933	0.111422	0.186688	0.14852	0.189348
ENST00000421645.1	0	0	0.0320675	0	0
ENST00000432414.1	0	0	2.73479	0	0.082631
ENST00000445845.1	0	0	0	0	0
ENST00000432535.1	0.00553567	0	0	0.01828	0
ENST00000457945.1	0	0.0060975	0	0	0
ENST00000455525.1	0	0	0	0	0
ENST00000443546.1	0.242455	0.002942	1.16942	0.268821	0
ENST00000444998.1	1.04709	9.83093	5.00833	2.35065	3.08568
ENST00000321336.1	0	0	0.0297535	0	0.022111
ENST00000453347.1	0	0.0369495	0.0409505	0	0.004358
ENST00000499217.1	2.23846	6.42432	4.6875	7.15569	6.09388
ENST00000487238.1	0.00751467	0.0803065	0	0.315563	0.060509
ENST00000366215.2	0	0	0	0	0.0031385
ENST00000520513.1	0.000689667	0.0232435	0	0	0.012403
ENST00000497379.2	0	0	0	0	0
ENST00000545923.1	0	0	0	0	0
ENST00000521965.1	0	0	0	0.003512	0.466507
ENST00000412944.1	0	0	0	0	0.0106605
ENST00000532855.1	0.0251813	0	0.006099	0.017822	0
ENST00000435813.1	4.23662	0	0.0491455	0	0
ENST00000543624.1	0.006926	0	0.0509965	0	2.70707
ENST00000530435.1	0	0	0	0	0
ENST00000399104.3	0.000639667	0	0.142729	0	0.0330705
ENST00000542535.1	0	1.88699	0.021967	0.16296	0.0048395
ENST00000433514.1	0	0.008388	0.0131815	0.0513525	0.003308
ENST00000420204.1	0	0	0	0	0.0532185
ENST00000446945.1	0.469529	0.0171165	0.09678	0.407218	0
ENST00000431336.1	0	0	0	0	0
ENST00000540599.1	0.02074	0	0.152678	0.409003	0.0569025
ENST00000456746.1	1.93753	4.09816	1.88185	2.26367	1.16261
ENST00000454205.1	0	0	0	0	0
ENST00000442226.1	0	1.54928	0	0.120838	0.0649805
ENST00000430247.1	0.196409	0.027878	0.0411115	0.0088415	0.0065695
ENST00000443799.1	58.6699	174.882	139.983	83.9671	73.4866
ENST00000441379.1	0.248076	0.685675	0.227589	13.7303	0.054542
ENST00000452148.1	0	0	2.02448	0	3.50477
ENST00000512901.1	1.51842	0.001235	0	0.0037665	0
ENST00000366105.2	0.017099	0.0390155	0.025359	0.020325	0
ENST00000510602.1	0	0	0	0	0
ENST00000499568.2	0.500968	0.482364	0.120491	0.592129	0.306756
ENST00000413923.1	0	0	0	0	0
ENST00000425902.1	0	0.0684015	0.0287375	0	0.0705055
ENST00000520524.1	0	0	0	0	0
ENST00000531414.1	0	0.0179285	0.009317	0	0
ENST00000520766.1	0	0	0	0	0.0281285
ENST00000532866.1	0.188472	0.794384	1.00644	0.900249	0.495316
ENST00000433646.1	0	0	0	0	0
ENST00000457725.1	0	0	0	0	0.187571
ENST00000421788.1	0.0485773	0	0	0	0
ENST00000541578.1	56.334	350.051	511.709	128.43	213.561
ENST00000443205.1	0	0	0	0	0
ENST00000444536.1	0	0	0	0	0
ENST00000431347.1	0	0	0.0516615	0	0.0622405
ENST00000468736.1	0.00320433	0.0056355	0.005673	0.854975	0
ENST00000442116.1	1.91763	11.705	1.33511	1.24696	0.205421
ENST00000456878.1	0	0	0	0	0
ENST00000431589.1	0	0	0	0	0
ENST00000479626.1	0	0	0	0	0
ENST00000442358.1	0.197274	0	0	0	0
ENST00000456999.1	0	0	0	0	0
ENST00000453127.1	0	0.00101	0.013217	0.0029525	0.0030755
ENST00000321214.2	0.00117467	0.0068885	0.067329	0.0017975	0.284671
ENST00000379317.1	0.001103	0.005488	0	0.0048155	0.0214265
ENST00000436803.1	2.69436	0	7.46739	0.006673	0.554071
ENST00000531304.1	0	0	0	0	0.0039515
ENST00000543404.1	0.00425167	0	0.660218	0	0
ENST00000434504.1	0	0	0	0	0
ENST00000421315.1	1.86899	0.459098	0.936747	1.13749	1.24948
ENST00000411998.1	0.00576867	0.050233	0.0239455	0.0940025	0.025359
ENST00000420226.1	0.056055	0.172399	0.437907	0.130469	0.219805
ENST00000420347.1	0	0	0	0	0
ENST00000434988.1	0.03407	0	0	0	0
ENST00000432447.1	0	0	0	0.0031205	0
ENST00000445878.1	0.0148057	0.000862	0.055973	0	0.000868
ENST00000432568.1	0	0	0	0	0.413309
ENST00000456526.1	0.034973	0	0	0	0
ENST00000466206.1	0	0	0.0081965	0	0.39517
ENST00000443579.1	0.040895	3.17501	0.245903	0.328908	0.22105
ENST00000454348.1	0.186294	0.544686	4.18413	0.0610845	9.58892
ENST00000500800.2	0.024848	0.049286	0.097143	0.0092275	0.138036
ENST00000535913.1	0	0.11309	0.042692	0.010477	0.240552
ENST00000522724.1	0.00403333	0	0	0	0
ENST00000522845.1	6.71217	2.30835	2.94977	4.53696	6.10989
ENST00000510987.1	0	0	0	0	0
ENST00000413945.1	2.69436	0	7.46739	0.006673	0.554071
ENST00000521756.1	0.0864113	0.156144	0.068583	0.0529535	0.466888
ENST00000510964.2	0.005419	0.0032505	0.007599	0.0033555	0.00103
ENST00000423504.1	0	0	0	0	0
ENST00000424835.1	0.0570963	0.031217	0.34144	0.0657185	0.180391
ENST00000411525.1	0.00568333	0	0	0.172433	0.002099
ENST00000412856.1	0.0901543	0.130536	0.070717	0.687668	0.077336
ENST00000411646.1	25.8124	20.1898	41.2149	29.6258	13.4993
ENST00000435725.1	0	0	0.0138215	0	0
ENST00000422415.1	0	0	0	0	0
ENST00000532888.1	10.4929	22.1262	16.3522	8.98175	32.1103
ENST00000421205.1	0	0	0	0	0
ENST00000421326.1	0	0.474143	0	0	0
ENST00000435967.1	0	2.16182	0.005852	0.001265	0.343423
ENST00000422657.1	0	0	0	0	0
ENST00000423988.1	0.00445533	0.025408	0.175923	0.542639	0
ENST00000543778.1	0	0	0	0.0031845	0
ENST00000421447.1	0	0	0	0	0
ENST00000434878.1	0.00230433	0	0	0.007488	0.0009695
ENST00000420237.1	0	0	0	0.0094335	0
ENST00000422899.1	0	0	0	0	0
ENST00000542689.1	0	0	0	0	0.0137155
ENST00000445647.1	0	0	0	0.209396	0
ENST00000434999.1	0.0671543	0.026309	0.280655	0.143455	0.052844
ENST00000456537.1	0	0	0	0	0
ENST00000431369.1	0	0	0	0	0
ENST00000455327.1	0	0.028312	0	0	0
ENST00000442017.1	0.0511423	0	0.060598	0	0
ENST00000443348.1	0.245119	0.527722	0.889178	0.572349	0.306407
ENST00000457989.1	0	0	0	0.009276	0
ENST00000443469.1	0	0	0	0	0.006038
ENST00000453149.1	0	0	0	0	0
ENST00000465249.1	0	0	0.004267	0	0
ENST00000489449.1	0	0	0	0	0
ENST00000500702.1	0.00184767	0.0084985	0.0080535	0.004108	0
ENST00000512802.1	9.65607	1.52921	2.27834	2.22966	4.14112
ENST00000522735.1	2.85828	8.23113	6.4662	2.02889	1.22748
ENST00000533504.1	0.42067	0.0277255	0	0.132234	0.282423
ENST00000522856.1	0.223419	0.005316	0.166757	0.0589205	0.337913
ENST00000533625.1	0.00199133	0.002548	0.389499	0	0.0037175
ENST00000424604.1	0	0.00516	0	0	0
ENST00000520436.1	2.85828	8.23113	6.4662	2.02889	1.22748
ENST00000544515.1	0	0	0	0	0
ENST00000521888.1	0.20559	0.193362	0.153323	0.382064	5.43375
ENST00000424725.1	0.004827	0.035908	0.0473305	0.048137	0.0439715
ENST00000448804.1	0.0235193	0	0	0	0.013807
ENST00000423515.1	0	0	0	0	0
ENST00000422305.1	0	0.0262715	0.0879815	0.01025	0.051053
ENST00000458605.1	6.25567	7.63427	6.51542	7.22793	10.4394
ENST00000446626.1	0.404774	0.0137085	0.0525705	1.62901	0.135964
ENST00000420006.1	2.66528	2.87345	6.15609	2.51815	3.99498
ENST00000530479.1	0.0336197	0.0156845	0.115904	0.0538275	0.195901
ENST00000434768.1	0	0	0	0	0
ENST00000300458.1	0	0	0	0	0.003096
ENST00000457637.1	0	0	0	0.037662	0
ENST00000444327.1	0.005137	0	0	8.98001	0
ENST00000431017.1	0	0	0.897019	0	0
ENST00000446989.1	0	0	0	0	0.12661
ENST00000457758.1	0.417003	3.47807	3.88987	0.931272	0.834831
ENST00000431259.1	16.9842	42.1011	14.5455	42.3134	20.4452
ENST00000443359.1	0	0	0	0	0
ENST00000454128.1	0	1.51864	0.005618	0.110367	0
ENST00000453039.1	0	0.0076585	0.027688	0.0180295	0
ENST00000501802.1	0.0706417	0.987556	0.504597	0.411224	0.717109
ENST00000513902.1	0.0553777	0.39239	2.26804	2.5998	2.93438
ENST00000511603.1	0	0	0	0	0
ENST00000512934.1	0	0.020283	0.0237165	0.020117	0
ENST00000500955.1	0.00829067	0.01866	0.0760775	0.617318	4.87969
ENST00000523703.1	0	0.062938	0.016447	0	0
ENST00000366259.2	0.111656	0.427035	0.623398	0.326012	0.191679
ENST00000499359.2	0.220694	0.638867	0.246311	0.558379	0.722776
ENST00000523945.1	0.03559	0.121429	0.100716	0.059447	0.0344665
ENST00000423428.1	0.00315833	0	0	0	0
ENST00000435407.1	0.015727	0.032573	0.0157645	0.943314	0
ENST00000435649.1	0.00468	3.14671	0.210883	0.107243	0.211899
ENST00000433108.1	210.988	0	0.010933	2.61899	11.6969
ENST00000448936.2	0	0	0	0	0
ENST00000446516.2	0	0	0	0	0
ENST00000513815.1	0	0.297336	0.116749	0.002792	0.642481
ENST00000524947.1	0.01464	0.0106585	0.319296	0.0084795	0.0323935
ENST00000511758.1	0	0	0.021809	0.0068335	0
ENST00000535837.1	0.097761	0.029669	0.019461	0	0.636978
ENST00000521317.1	0	0	0	0	0
ENST00000522769.1	0	0	0	0	0
ENST00000545517.1	0	0	0.004576	0	0.02877
ENST00000424517.1	5.65039	15.8808	2.80383	16.3151	3.19794
ENST00000533659.1	0.00901167	0	0	0	0
ENST00000447639.1	0.0206403	0.172822	0.17093	0.0654795	0.0506635
ENST00000421019.1	0.016237	0.0074165	0.0254965	0.0019055	0
ENST00000457319.1	0.00303233	0.0258965	0.0162855	0.065021	0
ENST00000432249.2	0	0	0.111529	0	0.0051875
ENST00000481772.1	0.010508	0.042045	0.0133535	0.007781	0.16482
ENST00000502936.1	0	0.0106265	0.0140155	0	0
ENST00000501726.1	0.215831	0.20801	0.191431	6.98188	0.255842
ENST00000525926.1	0	0	0	0	0
ENST00000523506.1	6.71217	2.30835	2.94977	4.53696	6.10989
ENST00000523627.1	0.0147967	0.001507	0	4.62312	0.0012725
ENST00000523748.1	0	0	0	0	0
ENST00000534517.1	2.95739	10.9333	6.62478	10.3988	0.251484
ENST00000521207.1	0.734755	8.17972	3.90122	3.3475	4.43632
ENST00000414848.1	0.197274	0	0	0	0
ENST00000437717.1	0.00579067	0	0	0.025132	0
ENST00000424407.1	0.375838	0.009594	0.124465	0.0047025	1.79154
ENST00000437838.1	0	0	0	0	0
ENST00000424528.1	0.104741	0	0	0	0
ENST00000412549.1	0	0.002929	0.004978	0	0
ENST00000423318.1	0.00157433	0	0.0159225	0.002651	0.0466235
ENST00000435539.1	0	0	0.027298	0	0
ENST00000483840.1	0.223826	0.0055355	0	0.009758	0
ENST00000514926.1	0.263734	0.030642	0.102096	0	0
ENST00000500527.1	0.0354313	0.217733	0.872656	0.190439	0.89978
ENST00000513958.1	0	0	0	0	0.0259435
ENST00000511417.1	0.00446033	0	0	0	0.0402165
ENST00000512748.1	0.00775433	0	0.006987	0	0.0460945
ENST00000415706.1	0	0	0	0	0
ENST00000427806.1	0.005699	0	0	0	0
ENST00000439906.1	4.11752	3.40841	2.61422	10.2054	3.93917
ENST00000510449.1	0	0	0.0053835	0	0
ENST00000521218.1	0.072477	0	0	0	0
ENST00000413528.1	0.0163913	0.023038	0	0.0502395	0.0473235
ENST00000520129.1	0.013295	0.011648	0.0680505	0.005674	0.044369
ENST00000424418.1	0	0	0	0	0.0097755
ENST00000412439.1	0	0	0	0	0
