LncRNA_GeneId	tx_biotype	gene_id_short	bm_type	group	bm_biotype
ENSG00000232426.1	lincRNA	ENSG00000232426	notKnown	8	lincRNA
ENSG00000232462.1	sense_intronic	ENSG00000232462	notKnown	8	sense_intronic
ENSG00000248682.1	sense_intronic	ENSG00000248682	notKnown	8	sense_intronic
ENSG00000251413.1	sense_intronic	ENSG00000251413	notKnown	8	sense_intronic
ENSG00000236800.1	lincRNA	ENSG00000236800	notKnown	8	lincRNA
ENSG00000237241.1	antisense	ENSG00000237241	notKnown	8	notfound
ENSG00000228403.1	sense_intronic	ENSG00000228403	notKnown	8	sense_intronic
ENSG00000233665.1	antisense	ENSG00000233665	notKnown	8	antisense
ENSG00000226576.1	antisense	ENSG00000226576	notKnown	8	antisense
ENSG00000234736.1	antisense	ENSG00000234736	notKnown	8	antisense
ENSG00000236208.1	antisense	ENSG00000236208	notKnown	8	antisense
ENSG00000235939.1	antisense	ENSG00000235939	notKnown	8	antisense
ENSG00000214986.4	lincRNA	ENSG00000214986	notKnown	8	lincRNA
ENSG00000244393.2	processed_transcript	ENSG00000244393	notKnown	8	processed_transcript
ENSG00000235618.2	processed_transcript	ENSG00000235618	notKnown	8	processed_transcript
ENSG00000225303.1	antisense	ENSG00000225303	notKnown	8	antisense
ENSG00000226561.1	sense_intronic	ENSG00000226561	notKnown	8	notfound
ENSG00000226200.1	antisense	ENSG00000226200	notKnown	8	antisense
ENSG00000231345.2	processed_transcript	ENSG00000231345	notKnown	8	pseudogene
ENSG00000229711.1	sense_intronic	ENSG00000229711	notKnown	8	sense_intronic
ENSG00000223502.1	antisense	ENSG00000223502	notKnown	8	antisense
ENSG00000231132.1	antisense	ENSG00000231132	notKnown	8	antisense
ENSG00000235279.1	sense_intronic	ENSG00000235279	notKnown	8	sense_intronic
ENSG00000236671.1	processed_transcript	ENSG00000236671	notKnown	8	processed_transcript
ENSG00000231131.1	processed_transcript	ENSG00000231131	notKnown	8	processed_transcript
ENSG00000228651.1	antisense	ENSG00000228651	notKnown	8	antisense
ENSG00000227121.1	lincRNA	ENSG00000227121	notKnown	8	lincRNA
ENSG00000226296.1	lincRNA	ENSG00000226296	notKnown	8	lincRNA
ENSG00000234173.1	processed_transcript	ENSG00000234173	notKnown	8	processed_transcript
ENSG00000236958.1	sense_intronic	ENSG00000236958	notKnown	8	sense_intronic
ENSG00000236744.1	processed_transcript	ENSG00000236744	notKnown	8	lincRNA
ENSG00000223800.1	lincRNA	ENSG00000223800	notKnown	8	lincRNA
ENSG00000228048.1	lincRNA	ENSG00000228048	notKnown	8	lincRNA
ENSG00000228527.1	lincRNA	ENSG00000228527	notKnown	8	lincRNA
ENSG00000237949.1	lincRNA	ENSG00000237949	notKnown	8	lincRNA
ENSG00000236556.1	antisense	ENSG00000236556	notKnown	8	antisense
ENSG00000235140.1	lincRNA	ENSG00000235140	notKnown	8	lincRNA
ENSG00000227877.1	lincRNA	ENSG00000227877	notKnown	8	lincRNA
ENSG00000232682.1	antisense	ENSG00000232682	notKnown	8	antisense
ENSG00000254271.1	antisense	ENSG00000254271	notKnown	8	lincRNA
ENSG00000227244.1	lincRNA	ENSG00000227244	notKnown	8	lincRNA
ENSG00000237233.1	antisense	ENSG00000237233	notKnown	8	antisense
ENSG00000233643.1	lincRNA	ENSG00000233643	notKnown	8	lincRNA
ENSG00000234756.1	lincRNA	ENSG00000234756	notKnown	8	lincRNA
ENSG00000239604.2	lincRNA	ENSG00000239604	notKnown	8	notfound
ENSG00000238280.1	antisense	ENSG00000238280	notKnown	8	antisense
ENSG00000224301.1	antisense	ENSG00000224301	notKnown	8	antisense
ENSG00000230677.1	antisense	ENSG00000230677	notKnown	8	notfound
ENSG00000226095.1	sense_intronic	ENSG00000226095	notKnown	8	notfound
ENSG00000228566.1	lincRNA	ENSG00000228566	notKnown	8	lincRNA
ENSG00000226426.1	lincRNA	ENSG00000226426	notKnown	8	lincRNA
ENSG00000224714.1	processed_transcript	ENSG00000224714	notKnown	8	processed_transcript
ENSG00000235356.1	lincRNA	ENSG00000235356	notKnown	8	lincRNA
ENSG00000228065.1	lincRNA	ENSG00000228065	notKnown	8	lincRNA
ENSG00000225299.1	antisense	ENSG00000225299	notKnown	8	antisense
ENSG00000233590.1	lincRNA	ENSG00000233590	notKnown	8	lincRNA
ENSG00000234635.1	lincRNA	ENSG00000234635	notKnown	8	lincRNA
ENSG00000228088.1	antisense	ENSG00000228088	notKnown	8	notfound
ENSG00000229261.1	processed_transcript	ENSG00000229261	notKnown	8	antisense
ENSG00000231748.1	antisense	ENSG00000231748	notKnown	8	antisense
ENSG00000236154.1	antisense	ENSG00000236154	notKnown	8	antisense
ENSG00000235645.1	lincRNA	ENSG00000235645	notKnown	8	protein_coding
ENSG00000224222.1	lincRNA	ENSG00000224222	notKnown	8	lincRNA
ENSG00000230620.1	antisense	ENSG00000230620	notKnown	8	notfound
ENSG00000227918.1	sense_intronic	ENSG00000227918	notKnown	8	notfound
ENSG00000246025.2	lincRNA	ENSG00000246025	notKnown	8	notfound
ENSG00000233104.1	sense_intronic	ENSG00000233104	notKnown	8	notfound
ENSG00000237998.1	antisense	ENSG00000237998	notKnown	8	antisense
ENSG00000237047.1	lincRNA	ENSG00000237047	notKnown	8	notfound
ENSG00000237512.1	antisense	ENSG00000237512	notKnown	8	antisense
ENSG00000223817.1	antisense	ENSG00000223817	notKnown	8	antisense
ENSG00000230526.1	lincRNA	ENSG00000230526	notKnown	8	lincRNA
ENSG00000226163.1	antisense	ENSG00000226163	notKnown	8	antisense
ENSG00000228673.1	sense_intronic	ENSG00000228673	notKnown	8	notfound
ENSG00000237768.1	antisense	ENSG00000237768	notKnown	8	antisense
ENSG00000227540.1	processed_transcript	ENSG00000227540	notKnown	8	processed_transcript
ENSG00000233144.1	antisense	ENSG00000233144	notKnown	8	antisense
ENSG00000221817.2	antisense	ENSG00000221817	notKnown	8	processed_transcript
ENSG00000234606.1	antisense	ENSG00000234606	notKnown	8	notfound
ENSG00000242288.3	processed_transcript	ENSG00000242288	notKnown	8	processed_transcript
ENSG00000236370.1	antisense	ENSG00000236370	notKnown	8	notfound
ENSG00000224195.1	antisense	ENSG00000224195	notKnown	8	antisense
ENSG00000229990.1	antisense	ENSG00000229990	notKnown	8	antisense
ENSG00000225761.1	sense_intronic	ENSG00000225761	notKnown	8	sense_intronic
ENSG00000226458.1	sense_intronic	ENSG00000226458	notKnown	8	notfound
ENSG00000228726.1	antisense	ENSG00000228726	notKnown	8	notfound
ENSG00000227539.1	sense_intronic	ENSG00000227539	notKnown	8	notfound
ENSG00000232342.1	antisense	ENSG00000232342	notKnown	8	antisense
ENSG00000234149.1	antisense	ENSG00000234149	notKnown	8	antisense
ENSG00000227186.1	antisense	ENSG00000227186	notKnown	8	antisense
ENSG00000226051.2	antisense	ENSG00000226051	notKnown	8	lincRNA
ENSG00000236842.1	antisense	ENSG00000236842	notKnown	8	antisense
ENSG00000228280.1	sense_intronic	ENSG00000228280	notKnown	8	sense_intronic
ENSG00000232704.1	antisense	ENSG00000232704	notKnown	8	notfound
ENSG00000230575.1	antisense	ENSG00000230575	notKnown	8	antisense
ENSG00000236467.1	antisense	ENSG00000236467	notKnown	8	antisense
ENSG00000227323.1	antisense	ENSG00000227323	notKnown	8	notfound
ENSG00000226911.1	antisense	ENSG00000226911	notKnown	8	notfound
ENSG00000225497.1	antisense	ENSG00000225497	notKnown	8	antisense
ENSG00000224500.1	antisense	ENSG00000224500	notKnown	8	antisense
ENSG00000225652.1	antisense	ENSG00000225652	notKnown	8	antisense
ENSG00000228748.1	antisense	ENSG00000228748	notKnown	8	antisense
ENSG00000233871.1	antisense	ENSG00000233871	notKnown	8	antisense
ENSG00000230417.4	processed_transcript	ENSG00000230417	notKnown	8	processed_transcript
ENSG00000227136.2	lincRNA	ENSG00000227136	notKnown	8	lincRNA
ENSG00000229543.1	lincRNA	ENSG00000229543	notKnown	8	lincRNA
ENSG00000230229.1	lincRNA	ENSG00000230229	notKnown	8	lincRNA
ENSG00000228683.1	lincRNA	ENSG00000228683	notKnown	8	lincRNA
ENSG00000224596.1	processed_transcript	ENSG00000224596	notKnown	8	antisense
ENSG00000229569.1	lincRNA	ENSG00000229569	notKnown	8	lincRNA
ENSG00000235426.1	antisense	ENSG00000235426	notKnown	8	antisense
ENSG00000241317.1	processed_transcript	ENSG00000241317	notKnown	8	processed_transcript
ENSG00000226676.1	lincRNA	ENSG00000226676	notKnown	8	lincRNA
ENSG00000244733.1	lincRNA	ENSG00000244733	notKnown	8	lincRNA
ENSG00000226381.1	processed_transcript	ENSG00000226381	notKnown	8	processed_transcript
ENSG00000225484.2	processed_transcript	ENSG00000225484	notKnown	8	lincRNA
ENSG00000224428.2	processed_transcript	ENSG00000224428	notKnown	8	notfound
ENSG00000230091.1	processed_transcript	ENSG00000230091	notKnown	8	processed_transcript
ENSG00000237523.1	processed_transcript	ENSG00000237523	notKnown	8	processed_transcript
ENSG00000235858.1	antisense	ENSG00000235858	notKnown	8	antisense
ENSG00000226659.1	antisense	ENSG00000226659	notKnown	8	antisense
ENSG00000231082.1	lincRNA	ENSG00000231082	notKnown	8	lincRNA
ENSG00000229458.2	antisense	ENSG00000229458	notKnown	8	antisense
ENSG00000225738.2	antisense	ENSG00000225738	notKnown	8	processed_transcript
ENSG00000225738.2	retained_intron	ENSG00000225738	notKnown	8	processed_transcript
ENSG00000233945.1	lincRNA	ENSG00000233945	notKnown	8	lincRNA
ENSG00000233258.1	lincRNA	ENSG00000233258	notKnown	8	lincRNA
ENSG00000248253.2	lincRNA	ENSG00000248253	notKnown	8	notfound
ENSG00000229404.1	processed_transcript	ENSG00000229404	notKnown	8	lincRNA
ENSG00000237267.1	lincRNA	ENSG00000237267	notKnown	8	lincRNA
ENSG00000223993.1	lincRNA	ENSG00000223993	notKnown	8	lincRNA
ENSG00000224504.1	lincRNA	ENSG00000224504	notKnown	8	lincRNA
ENSG00000230962.1	lincRNA	ENSG00000230962	notKnown	8	lincRNA
ENSG00000234942.1	antisense	ENSG00000234942	notKnown	8	antisense
ENSG00000227896.1	antisense	ENSG00000227896	notKnown	8	antisense
ENSG00000233165.1	processed_transcript	ENSG00000233165	notKnown	8	antisense
ENSG00000151303.9	processed_transcript	ENSG00000151303	notKnown	8	processed_transcript
ENSG00000229969.1	antisense	ENSG00000229969	notKnown	8	antisense
ENSG00000237280.1	sense_intronic	ENSG00000237280	notKnown	8	sense_intronic
ENSG00000223482.1	antisense	ENSG00000223482	notKnown	8	antisense
ENSG00000224914.1	lincRNA	ENSG00000224914	notKnown	8	lincRNA
ENSG00000228055.1	processed_transcript	ENSG00000228055	notKnown	8	processed_transcript
ENSG00000223761.1	lincRNA	ENSG00000223761	notKnown	8	lincRNA
ENSG00000225913.1	processed_transcript	ENSG00000225913	notKnown	8	lincRNA
ENSG00000196566.2	antisense	ENSG00000196566	notKnown	8	antisense
ENSG00000224745.1	sense_intronic	ENSG00000224745	notKnown	8	sense_intronic
ENSG00000180139.7	antisense	ENSG00000180139	notKnown	8	antisense
ENSG00000232110.1	antisense	ENSG00000232110	notKnown	8	antisense
ENSG00000234452.1	antisense	ENSG00000234452	notKnown	8	antisense
ENSG00000232936.1	antisense	ENSG00000232936	notKnown	8	antisense
ENSG00000225836.1	lincRNA	ENSG00000225836	notKnown	8	lincRNA
ENSG00000235100.2	antisense	ENSG00000235100	notKnown	8	lincRNA
ENSG00000240996.1	antisense	ENSG00000240996	notKnown	8	lincRNA
ENSG00000232229.1	processed_transcript	ENSG00000232229	notKnown	8	processed_transcript
ENSG00000226159.1	lincRNA	ENSG00000226159	notKnown	8	lincRNA
ENSG00000236373.1	lincRNA	ENSG00000236373	notKnown	8	lincRNA
ENSG00000224750.1	lincRNA	ENSG00000224750	notKnown	8	lincRNA
ENSG00000238291.1	lincRNA	ENSG00000238291	notKnown	8	lincRNA
ENSG00000225525.1	lincRNA	ENSG00000225525	notKnown	8	notfound
ENSG00000225519.1	lincRNA	ENSG00000225519	notKnown	8	lincRNA
ENSG00000224851.1	processed_transcript	ENSG00000224851	notKnown	8	processed_transcript
ENSG00000228701.1	antisense	ENSG00000228701	notKnown	8	antisense
ENSG00000256759.1	lincRNA	ENSG00000256759	notKnown	8	notfound
ENSG00000226425.1	antisense	ENSG00000226425	notKnown	8	antisense
ENSG00000232913.1	antisense	ENSG00000232913	notKnown	8	antisense
ENSG00000231575.1	sense_intronic	ENSG00000231575	notKnown	8	sense_intronic
ENSG00000228553.1	antisense	ENSG00000228553	notKnown	8	antisense
ENSG00000241714.1	antisense	ENSG00000241714	notKnown	8	notfound
ENSG00000229130.2	antisense	ENSG00000229130	notKnown	8	notfound
ENSG00000231829.1	antisense	ENSG00000231829	notKnown	8	lincRNA
ENSG00000234026.1	processed_transcript	ENSG00000234026	notKnown	8	processed_transcript
ENSG00000226688.1	processed_transcript	ENSG00000226688	notKnown	8	processed_transcript
ENSG00000177853.9	processed_transcript	ENSG00000177853	notKnown	8	processed_transcript
ENSG00000177853.9	retained_intron	ENSG00000177853	notKnown	8	processed_transcript
ENSG00000233789.1	antisense	ENSG00000233789	notKnown	8	notfound
ENSG00000229418.1	processed_transcript	ENSG00000229418	notKnown	8	antisense
ENSG00000231025.1	antisense	ENSG00000231025	notKnown	8	antisense
ENSG00000234855.1	antisense	ENSG00000234855	notKnown	8	antisense
ENSG00000225850.1	antisense	ENSG00000225850	notKnown	8	antisense
ENSG00000231970.1	antisense	ENSG00000231970	notKnown	8	antisense
ENSG00000227356.1	antisense	ENSG00000227356	notKnown	8	lincRNA
ENSG00000230928.1	antisense	ENSG00000230928	notKnown	8	antisense
ENSG00000224934.1	antisense	ENSG00000224934	notKnown	8	lincRNA
ENSG00000228778.1	lincRNA	ENSG00000228778	notKnown	8	lincRNA
ENSG00000229278.1	antisense	ENSG00000229278	notKnown	8	antisense
ENSG00000227695.1	antisense	ENSG00000227695	notKnown	8	antisense
ENSG00000227695.1	non_coding	ENSG00000227695	notKnown	8	antisense
ENSG00000236308.1	antisense	ENSG00000236308	notKnown	9	antisense
ENSG00000227492.1	antisense	ENSG00000227492	notKnown	9	antisense
ENSG00000231188.1	antisense	ENSG00000231188	notKnown	9	antisense
ENSG00000235823.1	processed_transcript	ENSG00000235823	notKnown	9	processed_transcript
ENSG00000236662.1	processed_transcript	ENSG00000236662	notKnown	9	antisense
ENSG00000236311.1	processed_transcript	ENSG00000236311	notKnown	9	protein_coding
ENSG00000226740.1	antisense	ENSG00000226740	notKnown	9	antisense
ENSG00000237579.1	lincRNA	ENSG00000237579	notKnown	9	lincRNA
ENSG00000227128.2	processed_transcript	ENSG00000227128	notKnown	9	antisense
ENSG00000229649.1	lincRNA	ENSG00000229649	notKnown	9	lincRNA
ENSG00000225208.1	lincRNA	ENSG00000225208	notKnown	9	lincRNA
ENSG00000230967.1	lincRNA	ENSG00000230967	notKnown	9	lincRNA
ENSG00000224817.1	lincRNA	ENSG00000224817	notKnown	9	lincRNA
ENSG00000229793.1	antisense	ENSG00000229793	notKnown	9	notfound
ENSG00000226009.1	antisense	ENSG00000226009	notKnown	9	antisense
ENSG00000248959.1	lincRNA	ENSG00000248959	notKnown	9	notfound
ENSG00000228091.1	antisense	ENSG00000228091	notKnown	9	notfound
ENSG00000245773.2	lincRNA	ENSG00000245773	notKnown	9	notfound
ENSG00000203886.4	antisense	ENSG00000203886	notKnown	9	antisense
ENSG00000244967.1	lincRNA	ENSG00000244967	notKnown	9	notfound
ENSG00000234699.1	antisense	ENSG00000234699	notKnown	9	antisense
ENSG00000235470.1	antisense	ENSG00000235470	notKnown	9	antisense
ENSG00000226431.1	sense_intronic	ENSG00000226431	notKnown	9	sense_intronic
ENSG00000228261.1	lincRNA	ENSG00000228261	notKnown	9	lincRNA
ENSG00000231233.1	antisense	ENSG00000231233	notKnown	9	antisense
ENSG00000225768.1	lincRNA	ENSG00000225768	notKnown	9	lincRNA
ENSG00000237761.1	lincRNA	ENSG00000237761	notKnown	9	lincRNA
ENSG00000226387.1	antisense	ENSG00000226387	notKnown	9	antisense
ENSG00000236043.1	lincRNA	ENSG00000236043	notKnown	9	notfound
ENSG00000229466.1	lincRNA	ENSG00000229466	notKnown	9	lincRNA
ENSG00000229775.1	lincRNA	ENSG00000229775	notKnown	9	lincRNA
ENSG00000230151.1	lincRNA	ENSG00000230151	notKnown	9	notfound
ENSG00000229981.1	lincRNA	ENSG00000229981	notKnown	9	lincRNA
ENSG00000203434.2	lincRNA	ENSG00000203434	notKnown	9	lincRNA
ENSG00000223381.1	lincRNA	ENSG00000223381	notKnown	9	lincRNA
ENSG00000228417.1	antisense	ENSG00000228417	notKnown	9	antisense
ENSG00000235874.1	antisense	ENSG00000235874	notKnown	9	notfound
ENSG00000225461.1	antisense	ENSG00000225461	notKnown	9	notfound
ENSG00000232470.1	antisense	ENSG00000232470	notKnown	9	lincRNA
ENSG00000203497.2	antisense	ENSG00000203497	notKnown	9	antisense
ENSG00000227851.1	lincRNA	ENSG00000227851	notKnown	9	lincRNA
ENSG00000232934.1	antisense	ENSG00000232934	notKnown	9	antisense
ENSG00000233346.1	antisense	ENSG00000233346	notKnown	9	notfound
ENSG00000233340.1	antisense	ENSG00000233340	notKnown	9	antisense
ENSG00000234221.1	processed_transcript	ENSG00000234221	notKnown	9	notfound
ENSG00000225292.1	sense_intronic	ENSG00000225292	notKnown	9	sense_intronic
ENSG00000233547.1	antisense	ENSG00000233547	notKnown	9	antisense
ENSG00000237996.1	sense_intronic	ENSG00000237996	notKnown	9	notfound
ENSG00000234393.1	antisense	ENSG00000234393	notKnown	9	antisense
ENSG00000228484.1	lincRNA	ENSG00000228484	notKnown	9	lincRNA
ENSG00000236799.1	lincRNA	ENSG00000236799	notKnown	9	lincRNA
ENSG00000232767.1	antisense	ENSG00000232767	notKnown	9	antisense
ENSG00000225302.1	antisense	ENSG00000225302	notKnown	9	antisense
ENSG00000234474.1	processed_transcript	ENSG00000234474	notKnown	9	processed_transcript
ENSG00000225936.1	antisense	ENSG00000225936	notKnown	9	antisense
ENSG00000229847.1	antisense	ENSG00000229847	notKnown	9	antisense
ENSG00000235198.1	lincRNA	ENSG00000235198	notKnown	9	lincRNA
ENSG00000234952.1	lincRNA	ENSG00000234952	notKnown	9	lincRNA
ENSG00000231104.1	antisense	ENSG00000231104	notKnown	9	antisense
ENSG00000177640.11	non_coding	ENSG00000177640	notKnown	9	antisense
ENSG00000238276.1	lincRNA	ENSG00000238276	notKnown	9	processed_transcript
ENSG00000232139.1	lincRNA	ENSG00000232139	notKnown	9	lincRNA
ENSG00000229272.1	antisense	ENSG00000229272	notKnown	9	antisense
ENSG00000230139.1	antisense	ENSG00000230139	notKnown	9	notfound
ENSG00000236426.1	antisense	ENSG00000236426	notKnown	9	antisense
ENSG00000233177.1	antisense	ENSG00000233177	notKnown	9	notfound
ENSG00000224489.1	processed_transcript	ENSG00000224489	notKnown	9	notfound
ENSG00000229304.1	sense_intronic	ENSG00000229304	notKnown	9	notfound
ENSG00000228270.1	lincRNA	ENSG00000228270	notKnown	9	notfound
ENSG00000227165.1	processed_transcript	ENSG00000227165	notKnown	9	antisense
ENSG00000227307.1	lincRNA	ENSG00000227307	notKnown	9	lincRNA
ENSG00000227143.1	lincRNA	ENSG00000227143	notKnown	9	lincRNA
ENSG00000223432.1	lincRNA	ENSG00000223432	notKnown	9	lincRNA
ENSG00000224250.1	antisense	ENSG00000224250	notKnown	9	antisense
ENSG00000226864.1	antisense	ENSG00000226864	notKnown	9	antisense
ENSG00000230131.1	lincRNA	ENSG00000230131	notKnown	9	lincRNA
ENSG00000225152.1	lincRNA	ENSG00000225152	notKnown	9	lincRNA
ENSG00000234542.1	lincRNA	ENSG00000234542	notKnown	9	lincRNA
ENSG00000231138.1	antisense	ENSG00000231138	notKnown	9	antisense
ENSG00000234677.1	sense_intronic	ENSG00000234677	notKnown	9	sense_intronic
ENSG00000233334.1	antisense	ENSG00000233334	notKnown	9	antisense
ENSG00000237866.1	antisense	ENSG00000237866	notKnown	9	notfound
ENSG00000226899.1	antisense	ENSG00000226899	notKnown	9	antisense
ENSG00000237675.1	antisense	ENSG00000237675	notKnown	9	antisense
ENSG00000228021.1	antisense	ENSG00000228021	notKnown	9	lincRNA
ENSG00000224023.4	antisense	ENSG00000224023	notKnown	9	lincRNA
ENSG00000224023.4	retained_intron	ENSG00000224023	notKnown	9	lincRNA
ENSG00000234134.1	antisense	ENSG00000234134	notKnown	9	sense_intronic
ENSG00000236991.1	antisense	ENSG00000236991	notKnown	9	antisense
ENSG00000233409.1	antisense	ENSG00000233409	notKnown	9	antisense
ENSG00000235180.1	lincRNA	ENSG00000235180	notKnown	9	lincRNA
ENSG00000232935.1	antisense	ENSG00000232935	notKnown	9	antisense
ENSG00000223528.1	antisense	ENSG00000223528	notKnown	9	antisense
ENSG00000232259.1	lincRNA	ENSG00000232259	notKnown	9	lincRNA
ENSG00000227076.1	sense_intronic	ENSG00000227076	notKnown	9	sense_intronic
ENSG00000256413.1	lincRNA	ENSG00000256413	notKnown	9	notfound
ENSG00000234640.1	lincRNA	ENSG00000234640	notKnown	9	lincRNA
ENSG00000231308.1	lincRNA	ENSG00000231308	notKnown	9	notfound
ENSG00000224190.1	lincRNA	ENSG00000224190	notKnown	9	lincRNA
ENSG00000232985.1	lincRNA	ENSG00000232985	notKnown	9	lincRNA
ENSG00000225424.1	lincRNA	ENSG00000225424	notKnown	9	lincRNA
ENSG00000237224.1	antisense	ENSG00000237224	notKnown	9	antisense
ENSG00000227374.1	lincRNA	ENSG00000227374	notKnown	9	lincRNA
ENSG00000228671.1	lincRNA	ENSG00000228671	notKnown	9	notfound
ENSG00000234440.1	antisense	ENSG00000234440	notKnown	9	notfound
ENSG00000237489.2	processed_transcript	ENSG00000237489	notKnown	9	lincRNA
ENSG00000244919.1	lincRNA	ENSG00000244919	notKnown	9	notfound
ENSG00000203417.2	lincRNA	ENSG00000203417	notKnown	9	notfound
ENSG00000237364.1	lincRNA	ENSG00000237364	notKnown	9	notfound
ENSG00000236303.1	lincRNA	ENSG00000236303	notKnown	9	lincRNA
ENSG00000230098.1	antisense	ENSG00000230098	notKnown	9	antisense
ENSG00000223835.1	antisense	ENSG00000223835	notKnown	9	notfound
ENSG00000235010.1	antisense	ENSG00000235010	notKnown	9	antisense
ENSG00000231705.1	lincRNA	ENSG00000231705	notKnown	9	lincRNA
ENSG00000234311.1	antisense	ENSG00000234311	notKnown	9	antisense
ENSG00000226900.1	processed_transcript	ENSG00000226900	notKnown	9	processed_transcript
ENSG00000229081.1	antisense	ENSG00000229081	notKnown	9	antisense
ENSG00000234531.1	antisense	ENSG00000234531	notKnown	9	lincRNA
ENSG00000232903.1	processed_transcript	ENSG00000232903	notKnown	9	processed_transcript
ENSG00000224758.1	lincRNA	ENSG00000224758	notKnown	9	lincRNA
ENSG00000240707.1	processed_transcript	ENSG00000240707	notKnown	9	lincRNA
ENSG00000256925.1	processed_transcript	ENSG00000256925	notKnown	9	antisense
ENSG00000166917.5	lincRNA	ENSG00000166917	notKnown	9	antisense
ENSG00000151651.10	lincRNA	ENSG00000151651	notKnown	9	protein_coding
ENSG00000235245.1	antisense	ENSG00000235245	notKnown	9	antisense
ENSG00000226699.1	antisense	ENSG00000226699	notKnown	9	antisense
ENSG00000254468.1	lincRNA	ENSG00000254468	notKnown	9	lincRNA
ENSG00000230724.3	processed_transcript	ENSG00000230724	notKnown	9	processed_transcript
ENSG00000255229.1	processed_transcript	ENSG00000255229	notKnown	9	processed_transcript
ENSG00000254559.1	antisense	ENSG00000254559	notKnown	9	antisense
ENSG00000255026.1	antisense	ENSG00000255026	notKnown	9	antisense
ENSG00000254910.1	antisense	ENSG00000254910	notKnown	9	antisense
ENSG00000251661.2	processed_transcript	ENSG00000251661	notKnown	9	processed_transcript
ENSG00000255089.1	antisense	ENSG00000255089	notKnown	9	lincRNA
ENSG00000255328.1	lincRNA	ENSG00000255328	notKnown	9	lincRNA
ENSG00000255237.1	antisense	ENSG00000255237	notKnown	9	antisense
ENSG00000254739.1	antisense	ENSG00000254739	notKnown	9	antisense
ENSG00000254815.1	antisense	ENSG00000254815	notKnown	9	antisense
ENSG00000247095.2	processed_transcript	ENSG00000247095	notKnown	9	processed_transcript
ENSG00000246532.1	lincRNA	ENSG00000246532	notKnown	9	notfound
ENSG00000255158.1	antisense	ENSG00000255158	notKnown	9	antisense
ENSG00000255142.1	antisense	ENSG00000255142	notKnown	9	antisense
ENSG00000255108.1	antisense	ENSG00000255108	notKnown	9	antisense
ENSG00000250397.2	antisense	ENSG00000250397	notKnown	9	antisense
ENSG00000254872.1	lincRNA	ENSG00000254872	notKnown	9	processed_transcript
ENSG00000254872.1	TEC	ENSG00000254872	notKnown	9	processed_transcript
ENSG00000255177.1	antisense	ENSG00000255177	notKnown	9	antisense
ENSG00000255153.1	antisense	ENSG00000255153	notKnown	9	antisense
ENSG00000233930.3	processed_transcript	ENSG00000233930	notKnown	9	processed_transcript
ENSG00000231487.1	lincRNA	ENSG00000231487	notKnown	9	lincRNA
ENSG00000205866.2	processed_transcript	ENSG00000205866	notKnown	9	processed_transcript
ENSG00000205865.4	antisense	ENSG00000205865	notKnown	9	antisense
ENSG00000227306.1	lincRNA	ENSG00000227306	notKnown	9	lincRNA
ENSG00000235027.1	antisense	ENSG00000235027	notKnown	9	antisense
ENSG00000229512.1	sense_intronic	ENSG00000229512	notKnown	9	sense_intronic
ENSG00000230834.1	lincRNA	ENSG00000230834	notKnown	9	lincRNA
ENSG00000229671.1	lincRNA	ENSG00000229671	notKnown	9	lincRNA
ENSG00000226416.1	antisense	ENSG00000226416	notKnown	9	antisense
ENSG00000232987.1	lincRNA	ENSG00000232987	notKnown	9	lincRNA
ENSG00000130600.9	non_coding	ENSG00000130600	notKnown	9	processed_transcript
ENSG00000130600.9	retained_intron	ENSG00000130600	notKnown	9	processed_transcript
ENSG00000238184.1	processed_transcript	ENSG00000238184	notKnown	9	processed_transcript
ENSG00000230483.1	antisense	ENSG00000230483	notKnown	9	antisense
ENSG00000229414.2	processed_transcript	ENSG00000229414	notKnown	9	antisense
ENSG00000237941.2	non_coding	ENSG00000237941	notKnown	9	antisense
ENSG00000224636.2	antisense	ENSG00000224636	notKnown	9	notfound
ENSG00000247473.1	antisense	ENSG00000247473	notKnown	9	antisense
ENSG00000234791.1	antisense	ENSG00000234791	notKnown	9	antisense
ENSG00000224513.2	antisense	ENSG00000224513	notKnown	9	antisense
ENSG00000254592.1	antisense	ENSG00000254592	notKnown	9	antisense
ENSG00000254757.1	lincRNA	ENSG00000254757	notKnown	9	lincRNA
ENSG00000256000.1	lincRNA	ENSG00000256000	notKnown	9	notfound
ENSG00000255367.1	processed_transcript	ENSG00000255367	notKnown	9	processed_transcript
ENSG00000228661.1	antisense	ENSG00000228661	notKnown	9	antisense
ENSG00000255276.1	antisense	ENSG00000255276	notKnown	9	antisense
ENSG00000236897.1	lincRNA	ENSG00000236897	notKnown	9	lincRNA
ENSG00000224091.1	antisense	ENSG00000224091	notKnown	9	antisense
ENSG00000255257.1	lincRNA	ENSG00000255257	notKnown	9	lincRNA
ENSG00000254444.1	processed_transcript	ENSG00000254444	notKnown	9	processed_transcript
ENSG00000254443.1	lincRNA	ENSG00000254443	notKnown	9	lincRNA
ENSG00000254400.1	antisense	ENSG00000254400	notKnown	9	antisense
ENSG00000254641.1	processed_transcript	ENSG00000254641	notKnown	9	processed_transcript
ENSG00000255680.1	antisense	ENSG00000255680	notKnown	9	antisense
ENSG00000255390.1	antisense	ENSG00000255390	notKnown	9	antisense
ENSG00000255410.1	antisense	ENSG00000255410	notKnown	9	antisense
ENSG00000255179.1	lincRNA	ENSG00000255179	notKnown	9	lincRNA
